Uniprot_ID	KEGG_Gene_ID	BRENDA	Complex Portal	EMBL	EcoGene	Ensembl_Transcript	Ensembl_Protein	Ensembl_Gene	Entrez Gene	Enzyme Nomenclature	GenBank	HGNC	HGNC Accession number	HomoloGene	InterPro	KEGG Genes	NCBI Protein	Pfam	Reactome	RefSeq	Rfam	Uniprot-TrEMBL	WikiPathways	Wikidata	miRBase Sequence	miRBase mature sequence	pato
P06276	hsa:590	3.1.1.8		AK292063,BC018141,M16474,M16541,M32389,M32390,M32391		ENST00000264381.8	ENSP00000264381.3	ENSG00000114200.10	590			HGNC:983	983		IPR000997,IPR002018,IPR014788,IPR019819,IPR019826,IPR029058,IPR050654	hsa:590		PF00135,PF08674	R-HSA-112311,R-HSA-1483191,R-HSA-422085,R-HSA-9749641	NP_000046.1							
P06280	hsa:2717	3.2.1.22		AL035422,BC002689,D00039,M13571,M18242,M20317,U78027,X05790,X14448,X16889		ENST00000218516.4	ENSP00000218516.4	ENSG00000102393.15	2717			HGNC:4296	4296		IPR000111,IPR002241,IPR013780,IPR013785,IPR017853,IPR035373	hsa:2717		PF16499,PF17450	R-HSA-6798695,R-HSA-9840310	NP_000160.1							
P06307	hsa:885			AY514491,BC008283,BT006991,L00354		ENST00000334681.9,ENST00000396169.7,ENST00000434608.1	ENSP00000335657.5,ENSP00000379472.2,ENSP00000409124.1	ENSG00000187094.12	885			HGNC:1569	1569		IPR001651,IPR013152,IPR015499	hsa:885		PF00918	R-HSA-375276,R-HSA-416476	NP_000720.1,NP_001167609.1							
P06312	NA			AC244205,X02990,Z00022,Z00023		ENST00000390243.2	ENSP00000374778.2	ENSG00000211598.2				HGNC:5834	5834		IPR003599,IPR007110,IPR013106,IPR013783,IPR036179,IPR050150			PF07686	R-HSA-166663,R-HSA-173623,R-HSA-198933,R-HSA-202733,R-HSA-2029481,R-HSA-2029482,R-HSA-2029485,R-HSA-2168880,R-HSA-2454202,R-HSA-2730905,R-HSA-2871796,R-HSA-2871809,R-HSA-2871837,R-HSA-5690714,R-HSA-9664323,R-HSA-9664422,R-HSA-9679191,R-HSA-977606,R-HSA-983695								
P06340	hsa:3111			AB005991,AB005992,AB005993,AB005994,AB005995,AB005996,AB005997,AB005998,AK290714,AK313551,AL645931,AL662845,AL805913,AY947479,AY947480,AY947481,BC013183,BX005422,CH471081,CR759795,CR759829,CR936909,M26039,M31525,X02882,Z81310		ENST00000229829.7,ENST00000383226.4,ENST00000426070.2,ENST00000426685.2,ENST00000434335.2,ENST00000438987.2,ENST00000452598.2	ENSP00000229829.3,ENSP00000372713.4,ENSP00000395737.2,ENSP00000397945.2,ENSP00000398819.2,ENSP00000401504.2,ENSP00000416448.2	ENSG00000204252.14,ENSG00000206292.13,ENSG00000230141.11,ENSG00000231558.11,ENSG00000232957.11,ENSG00000232962.11,ENSG00000235744.11	3111			HGNC:4936	4936		IPR001003,IPR003006,IPR003597,IPR007110,IPR011162,IPR013783,IPR014745,IPR036179,IPR050160	hsa:3111		PF00993,PF07654	R-HSA-2132295	NP_002110.1							
P06396	hsa:2934			AK096280,AK125819,AK295572,AK299453,AK315494,AL137068,AL513122,BC017491,BC026033,CH471090,X04412		ENST00000373808.8,ENST00000373818.8,ENST00000373823.7,ENST00000432226.7,ENST00000545652.6	ENSP00000362914.3,ENSP00000362924.4,ENSP00000362929.2,ENSP00000404226.2,ENSP00000445823.1	ENSG00000148180.22	2934			HGNC:4620	4620		IPR007122,IPR007123,IPR029006	hsa:2934		PF00626	R-HSA-264870,R-HSA-6798695,R-HSA-9662361,R-HSA-977225	NP_000168.1,NP_001121134.1,NP_001121135.2,NP_001121136.1,NP_001121137.1,NP_001121138.1,NP_001121139.1,NP_001244958.1,NP_001244959.1,NP_001339982.1,NP_001339983.1,NP_001339984.1,NP_001339985.1,NP_001339986.1,NP_001339987.1,NP_001339988.1,NP_001339989.1,NP_001339990.1,NP_001339991.1,NP_001339992.1,NP_001339993.1,NP_001339994.1,NP_001339995.1,NP_001339996.1,NP_001339997.1,NP_001339998.1,NP_001339999.1,NP_001340000.1,NP_001340001.1,NP_001340002.1,NP_001340003.1,NP_001340004.1,NP_001340006.1,NP_937895.1,XP_005252000.1,XP_005252001.1,XP_005252002.1,XP_006717142.1,XP_011516888.1,XP_011516889.1,XP_011516890.1,XP_011516891.1,XP_011516892.1,XP_011516893.1,XP_011516894.1,XP_011516895.1,XP_016870135.1,XP_016870136.1,XP_016870137.1,XP_047279223.1,XP_047279224.1,XP_047279225.1,XP_047279226.1,XP_047279227.1,XP_047279228.1,XP_047279229.1							
P06400	hsa:5925		CPX-155,CPX-175,CPX-469,CPX-7728	AF551763,AK291258,AL136960,AL392048,BC039060,BC040540,CH471075,L11910,L35146,L35147,L41870,L41889,L41890,L41891,L41893,L41894,L41895,L41896,L41897,L41898,L41899,L41997,M15400,M27845,M27846,M27847,M27849,M27850,M27851,M27852,M27853,M27854,M27855,M27856,M27857,M27858,M27859,M27860,M27862,M27863,M27864,M27865,M27866,M28419,M33647,X16439		ENST00000267163.6	ENSP00000267163.4	ENSG00000139687.17	5925			HGNC:9884	9884		IPR002719,IPR002720,IPR013763,IPR015030,IPR024599,IPR028309,IPR036915	hsa:5925		PF01857,PF01858,PF08934,PF11934	R-HSA-113501,R-HSA-174178,R-HSA-2299718,R-HSA-2559584,R-HSA-2559585,R-HSA-69200,R-HSA-69202,R-HSA-69231,R-HSA-69656,R-HSA-8940973,R-HSA-9661069,R-HSA-9661070,R-HSA-9682706,R-HSA-9687136,R-HSA-9694686,R-HSA-9725371,R-HSA-9841922	NP_000312.2							
P06401	hsa:5241			AB084248,AF016381,AK304853,AP001533,AY212933,AY525610,CH471065,DQ234979,M15716,X51730		ENST00000263463.9,ENST00000325455.10,ENST00000534013.5	ENSP00000263463.5,ENSP00000325120.5,ENSP00000436561.1	ENSG00000082175.16	5241			HGNC:8910	8910		IPR000128,IPR000536,IPR001628,IPR001723,IPR013088,IPR035500,IPR050200	hsa:5241		PF00104,PF00105,PF02161	R-HSA-1251985,R-HSA-3371497,R-HSA-383280,R-HSA-4090294,R-HSA-9018519	NP_000917.3,NP_001189403.1,NP_001258090.1,NP_001258091.1							
P06454	hsa:5757			AF348514,BC051265,BC066905,BC070480,BC071647,BC071879,J04797,M14483,M14630,M26708,M67480,S56449		ENST00000341369.11,ENST00000409115.8	ENSP00000344547.7,ENSP00000386819.3	ENSG00000187514.17	5757			HGNC:9623	9623		IPR004931	hsa:5757		PF03247		NP_001092755.1,NP_002814.3							
P06493	hsa:983	2.7.11.22	CPX-2003,CPX-2004,CPX-2007,CPX-2008	AC022390,AF512554,AK291939,BC014563,BT007004,CH471083,D88357,X05360,Y00272		ENST00000316629.8,ENST00000373809.2,ENST00000395284.8	ENSP00000325970.4,ENSP00000362915.2,ENSP00000378699.3	ENSG00000170312.17	983			HGNC:1722	1722		IPR000719,IPR008271,IPR011009,IPR017441,IPR050108	hsa:983		PF00069	R-HSA-110056,R-HSA-113507,R-HSA-1362300,R-HSA-162658,R-HSA-170145,R-HSA-174048,R-HSA-174184,R-HSA-176408,R-HSA-176412,R-HSA-176417,R-HSA-2299718,R-HSA-2465910,R-HSA-2500257,R-HSA-2514853,R-HSA-2565942,R-HSA-2980767,R-HSA-2995383,R-HSA-3301854,R-HSA-380259,R-HSA-380270,R-HSA-380284,R-HSA-380320,R-HSA-4419969,R-HSA-5620912,R-HSA-5687128,R-HSA-5689896,R-HSA-6804114,R-HSA-6804757,R-HSA-68875,R-HSA-69205,R-HSA-69273,R-HSA-69478,R-HSA-75035,R-HSA-8852276,R-HSA-8854518,R-HSA-8878166,R-HSA-9833482	NP_001307847.1,NP_001777.1,NP_203698.1,XP_005270360.1,XP_054223227.1							
P06576	hsa:506		CPX-6151	AK291085,BC016512,CH471054,D00022,M19482,M19483,M27132,X03559,X05606		ENST00000262030.8	ENSP00000262030.3	ENSG00000110955.9	506			HGNC:830	830		IPR000194,IPR003593,IPR004100,IPR005722,IPR020003,IPR024034,IPR027417,IPR036121,IPR050053,IPR055190	hsa:506		PF00006,PF02874,PF22919	R-HSA-1268020,R-HSA-163210,R-HSA-2151201,R-HSA-8949613,R-HSA-9837999	NP_001677.2							
P06681	hsa:717		CPX-5675,CPX-6156	AF019413,AK298311,AK300892,AL645922,AL662834,AL662849,AL671762,AL844853,AY349611,BC043484,BX005143,CR388219,CR759782,CR759784,CR933857,L09706,L09707,L09708,M15082,M15549,M26301,X04481		ENST00000299367.10,ENST00000375510.8,ENST00000383362.8,ENST00000411803.6,ENST00000413548.6,ENST00000416252.6,ENST00000442278.6,ENST00000448206.6,ENST00000452323.7,ENST00000548973.5,ENST00000548995.3,ENST00000549972.3,ENST00000550682.5,ENST00000551081.4,ENST00000551648.5,ENST00000612228.1,ENST00000615380.4,ENST00000618254.4,ENST00000621558.4	ENSP00000299367.5,ENSP00000364660.4,ENSP00000372853.4,ENSP00000392322.2,ENSP00000392835.2,ENSP00000395683.2,ENSP00000402278.2,ENSP00000405800.2,ENSP00000407961.2,ENSP00000446639.1,ENSP00000446728.1,ENSP00000447632.1,ENSP00000449286.1,ENSP00000449715.1,ENSP00000450387.1,ENSP00000480739.1,ENSP00000481651.1,ENSP00000482616.1,ENSP00000483231.1	ENSG00000166278.16,ENSG00000204364.10,ENSG00000206372.11,ENSG00000226560.10,ENSG00000231543.9,ENSG00000235017.9,ENSG00000235696.8	717			HGNC:1248	1248		IPR000436,IPR001254,IPR001314,IPR002035,IPR009003,IPR011360,IPR018114,IPR033116,IPR035976,IPR036465,IPR043504	hsa:717		PF00084,PF00089,PF00092	R-HSA-166663,R-HSA-174577,R-HSA-977606	NP_000054.2,NP_001139375.1,NP_001171534.1							
P06702	hsa:6280		CPX-37,CPX-39,CPX-48,CPX-52	AF237581,AF237582,AL591704,BC047681,CH471121,CR542207,CR542224,M21064,M26311,X06233		ENST00000368738.4	ENSP00000357727.3	ENSG00000163220.11	6280			HGNC:10499	10499		IPR001751,IPR002048,IPR011992,IPR013787,IPR018247	hsa:6280		PF01023	R-HSA-1236974,R-HSA-166058,R-HSA-5602498,R-HSA-5603041,R-HSA-5668599,R-HSA-5686938,R-HSA-6798695,R-HSA-6799990	NP_002956.1							
P06703	hsa:6277			AY034480,BC001431,BC009017,BT006965,BX470102,CH471121,J02763,M14300,M18981		ENST00000368719.9,ENST00000368720.6,ENST00000496817.5	ENSP00000357708.3,ENSP00000357709.1,ENSP00000473589.1	ENSG00000197956.10	6277			HGNC:10496	10496		IPR001751,IPR002048,IPR011992,IPR013787,IPR018247,IPR034118	hsa:6277		PF01023		NP_055439.1,XP_016857522.1,XP_054194088.1							
P06727	hsa:337			AP006216,AY422950,AY555191,BC074764,BC113594,BC113596,J02758,M13654,M14566,M14642,X13629		ENST00000357780.5	ENSP00000350425.3	ENSG00000110244.7	337			HGNC:602	602		IPR000074,IPR050163	hsa:337		PF01442	R-HSA-8963888,R-HSA-8963889,R-HSA-8963901,R-HSA-975634,R-HSA-977225	NP_000473.2							
P06729	hsa:914			AL135798,BC033583,M14362,M16336,M16445,M19798,M19800,M19802,M19804,M19806,X07871,X07872,X07873,X07874		ENST00000369478.4	ENSP00000358490.3	ENSG00000116824.5	914			HGNC:1639	1639		IPR008424,IPR013106,IPR013783,IPR015631,IPR015632,IPR036179	hsa:914		PF05790,PF07686	R-HSA-202733	NP_001315538.1,NP_001758.2							
P06730	hsa:1977		CPX-2349,CPX-2666,CPX-5634,CPX-5635,CPX-5636	AC019131,AC093836,AK300982,BC012611,BC035166,BC043226,BM849222,M15353		ENST00000280892.10,ENST00000450253.7,ENST00000505992.1	ENSP00000280892.6,ENSP00000389624.2,ENSP00000425561.1	ENSG00000151247.13	1977			HGNC:3287	3287		IPR001040,IPR019770,IPR023398	hsa:1977		PF01652	R-HSA-1169408,R-HSA-156827,R-HSA-159227,R-HSA-159230,R-HSA-159231,R-HSA-166208,R-HSA-429947,R-HSA-72649,R-HSA-72662,R-HSA-72702,R-HSA-72706,R-HSA-9820841,R-HSA-9820865	NP_001124150.1,NP_001124151.1,NP_001317946.1,NP_001959.1							
P06731	hsa:1048			AC243967,M15042,M16234,M17303,M29540,M59255,M59256,M59257,M59258,M59259,M59260,M59261,M59262,M59709,M59710,X16455		ENST00000221992.11,ENST00000398599.8,ENST00000405816.5,ENST00000617332.4	ENSP00000221992.5,ENSP00000381600.4,ENSP00000385072.1,ENSP00000482303.1	ENSG00000105388.17	1048			HGNC:1817	1817		IPR003598,IPR003599,IPR007110,IPR013106,IPR013783,IPR036179,IPR050831	hsa:1048		PF07686,PF13895,PF13927	R-HSA-163125,R-HSA-202733	NP_001278413.1,NP_001295327.1,NP_004354.3,XP_016881634.1,XP_054175511.1							
P06732	hsa:1158	2.7.3.2		AC005781,AY585238,BC007462,BT006793,M14780,M16440,M21488,M21489,M21490,M21491,M21492,M21493,M21494		ENST00000221476.4	ENSP00000221476.2	ENSG00000104879.5	1158			HGNC:1994	1994		IPR000749,IPR014746,IPR022413,IPR022414,IPR022415,IPR036802	hsa:1158		PF00217,PF02807	R-HSA-71288	NP_001815.2,XP_016881729.1							
P06733	hsa:2023	4.2.1.11		AF035286,AK222517,AK223192,AK315417,AL139415,AL833741,BC001810,BC004325,BC004458,BC009218,BC009912,BC011130,BC015641,BC021166,BC022545,BC027725,BC050642,BT007163,BX537400,CH471130,DQ056744,M14328,M55914,U88968,X16288,X16289,X16290,X84907		ENST00000234590.10	ENSP00000234590.4	ENSG00000074800.16	2023			HGNC:3350	3350		IPR000941,IPR020809,IPR020810,IPR020811,IPR029017,IPR036849	hsa:2023		PF00113,PF03952	R-HSA-70171,R-HSA-70263,R-HSA-9636667	NP_001188412.1,NP_001419.1							
P06734	hsa:2208			AC008763,BC014108,BC062591,M14766,M15059,M23562,X04772		ENST00000346664.9,ENST00000597921.6	ENSP00000264072.6,ENSP00000471974.1	ENSG00000104921.15	2208			HGNC:3612	3612		IPR001304,IPR016186,IPR016187,IPR018378,IPR033989,IPR050111	hsa:2208		PF00059	R-HSA-2197563,R-HSA-6783783,R-HSA-6785807	NP_001193948.2,NP_001207429.1,NP_001993.2,XP_005272519.1,XP_054176173.1							
P06737	hsa:5836	2.4.1.1		AF046785,AF046787,AF046788,AF046789,AF046790,AF046791,AF046792,AF046793,AF046794,AF046795,AF046796,AF046797,AF046798,AF066858,AK300580,AL358334,BC009895,BC082229,BC095850,BC110791,CH471078,M14636,M36807,Y15233		ENST00000216392.8,ENST00000544180.6	ENSP00000216392.7,ENSP00000443787.1	ENSG00000100504.17	5836			HGNC:9725	9725		IPR000811,IPR011833,IPR035090	hsa:5836		PF00343	R-HSA-6798695,R-HSA-70221	NP_001157412.1,NP_002854.3							
P06744	hsa:2821	5.3.1.9		AC010504,AC092073,AF187554,AH002710,AK294396,AY324386,BC004982,K03515		ENST00000356487.11,ENST00000588991.7	ENSP00000348877.3,ENSP00000465858.3	ENSG00000105220.17	2821			HGNC:4458	4458		IPR001672,IPR018189,IPR023096,IPR035476,IPR035482,IPR046348	hsa:2821		PF00342	R-HSA-5628897,R-HSA-6798695,R-HSA-70171,R-HSA-70263	NP_000166.2,NP_001171651.1,NP_001316838.1,NP_001316839.1,NP_001316840.1							
P06746	hsa:5423	2.7.7.7,4.2.99.B1	CPX-793	AF491812,AK314976,BC100288,BC106909,CR536503,CR541802,D29013,J04201,L11607,M13140,U10516,U10517,U10519,U10520,U10521,U10522,U10523,U10524,U10525,U10526		ENST00000265421.9	ENSP00000265421.4	ENSG00000070501.12	5423			HGNC:9174	9174		IPR002008,IPR002054,IPR003583,IPR010996,IPR018944,IPR019843,IPR022312,IPR027421,IPR028207,IPR029398,IPR037160,IPR043519	hsa:5423		PF10391,PF14716,PF14791,PF14792	R-HSA-110362,R-HSA-110373,R-HSA-110381,R-HSA-5649702,R-HSA-5651801,R-HSA-5689880,R-HSA-73930	NP_002681.1							
P06748	hsa:4869			AB042278,AB451236,AB451361,AK290652,AY347529,AY740634,AY740635,AY740636,AY740637,AY740638,AY740639,AY740640,BC002398,BC008495,BC009623,BC012566,BC014349,BC016716,BC016768,BC016824,BC021668,BC021983,BC050628,BC107754,BT007011,CH471062,D45915,DQ303464,J02590,M23613,M26697,M28699,M31004,U04946,U41742,U41743,U89309,U89310,U89311,U89313,U89314,U89317,U89319,U89321,X16934		ENST00000296930.10,ENST00000351986.10,ENST00000393820.2,ENST00000517671.5,ENST00000678280.1	ENSP00000296930.5,ENSP00000341168.6,ENSP00000377408.2,ENSP00000428755.1,ENSP00000503235.1	ENSG00000181163.14	4869			HGNC:7910	7910		IPR004301,IPR024057,IPR032569,IPR036824	hsa:4869		PF03066,PF16276	R-HSA-180746,R-HSA-3899300,R-HSA-606279,R-HSA-6804115,R-HSA-8869496,R-HSA-9692914,R-HSA-9700645,R-HSA-9725370,R-HSA-9725371,R-HSA-9833482	NP_001032827.1,NP_001341935.1,NP_002511.1,NP_954654.1							
P06753	hsa:7170			AF474157,AL590431,AY004867,BC000771,BC008407,BC008425,BC015403,BC072428,CH471121,DQ120714,X03541,X04201,X04588		ENST00000302206.9,ENST00000323144.12,ENST00000328159.9,ENST00000330188.13,ENST00000341485.10,ENST00000368531.6,ENST00000368533.8,ENST00000651641.1	ENSP00000307712.5,ENSP00000339035.7,ENSP00000341653.6,ENSP00000357517.2,ENSP00000357518.4,ENSP00000357520.1,ENSP00000357521.3,ENSP00000498577.1	ENSG00000143549.22	7170			HGNC:12012	12012		IPR000533	hsa:7170		PF00261	R-HSA-390522,R-HSA-445355,R-HSA-9013424,R-HSA-9725370	NP_001036816.1,NP_001036817.1,NP_001036818.1,NP_001265118.1,NP_001265120.1,NP_001351612.1,NP_689476.2,NP_705935.1							
P06756	hsa:3685		CPX-1795,CPX-1796,CPX-1819,CPX-1820,CPX-1821	AB209894,AC017101,AF251818,AF251819,AF251820,AF251821,AF251822,AF251823,AF251824,AF251825,AF251826,AF251827,AF251828,AF251829,AF251830,AF251831,AF251832,AF251833,AF251834,AF251835,AF251836,AF251837,AF251838,AF251839,AF251840,AF251841,AK302990,BC126231,BC136442,BC144100,CH471058,EU332844,M14648,U07375		ENST00000261023.8,ENST00000374907.7,ENST00000433736.6	ENSP00000261023.3,ENSP00000364042.3,ENSP00000404291.2	ENSG00000138448.13	3685			HGNC:6150	6150		IPR000413,IPR013517,IPR013519,IPR013649,IPR018184,IPR028994,IPR032695,IPR048285,IPR048286	hsa:3685		PF00357,PF01839,PF08441,PF20805,PF20806	R-HSA-1236973,R-HSA-1566948,R-HSA-210990,R-HSA-2129379,R-HSA-216083,R-HSA-2173789,R-HSA-3000157,R-HSA-3000170,R-HSA-3000178,R-HSA-4420097,R-HSA-445144,R-HSA-6798695,R-HSA-9856532,R-HSA-9860927	NP_001138471.2,NP_001138472.2,NP_002201.2							
P06850	hsa:1392			AK075431,BC002599,BC011031,BT007453,CH471068,V00571		ENST00000276571.5	ENSP00000276571.3	ENSG00000147571.5	1392			HGNC:2355	2355		IPR000187,IPR003620,IPR018446	hsa:1392		PF00473	R-HSA-373080,R-HSA-418555,R-HSA-9022702	NP_000747.1,XP_016868579.1,XP_016868580.1,XP_016868581.1,XP_016868582.1,XP_054215776.1,XP_054215777.1,XP_054215778.1							
P06858	hsa:4023	3.1.1.34	CPX-6091	AK312311,BC011353,BT006726,CH471080,M15856,M76722,S76076,S76077,X14390,X54516,X68111		ENST00000650287.1	ENSP00000497642.1	ENSG00000175445.17	4023			HGNC:6677	6677		IPR000734,IPR001024,IPR002330,IPR013818,IPR016272,IPR029058,IPR033906,IPR036392	hsa:4023		PF00151,PF01477	R-HSA-381340,R-HSA-8963889,R-HSA-8963901,R-HSA-975634,R-HSA-9841922	NP_000228.1							
P06865	hsa:3073	3.2.1.169	CPX-502,CPX-687	AC009690,AK222502,AK296528,BC018927,BC084537,CR627386,M13520,M16411,M16412,M16413,M16414,M16415,M16416,M16417,M16418,M16419,M16420,M16421,M16422,M16423,M16424,S62047,S62049,S62051,S62053,S62055,S62057,S62059,S62061,S62063,S62066,S62068,S62070,S62072,S62076		ENST00000268097.10	ENSP00000268097.6	ENSG00000213614.11	3073			HGNC:4878	4878		IPR015883,IPR017853,IPR025705,IPR029018,IPR029019	hsa:3073		PF00728,PF14845	R-HSA-2022857,R-HSA-2024101,R-HSA-2160916,R-HSA-3656234,R-HSA-9840310	NP_000511.2,NP_001305754.1							
P06870	hsa:3816	3.4.21.35		AC010325,AF243527,AF277050,AY094609,AY703451,BC005313,BT007253,M12706,M25629,M33105,M33106,M33107,M33108,M33109,X13561		ENST00000301420.3	ENSP00000301420.1	ENSG00000167748.11	3816			HGNC:6357	6357		IPR001254,IPR001314,IPR009003,IPR018114,IPR033116,IPR043504	hsa:3816		PF00089	R-HSA-381426,R-HSA-9925561	NP_002248.1							
P06881	NA			AC090835,K03512,M12664,M12665,M12667,M26094,M28637,X02330,X15943		ENST00000486207.6,ENST00000706042.1,ENST00000706043.1	ENSP00000417833.1,ENSP00000516203.1,ENSP00000516204.1	ENSG00000110680.14	796			HGNC:1437	1437		IPR001693,IPR015476,IPR018360,IPR021116,IPR021117			PF00214	R-HSA-418555,R-HSA-419812	NP_001029125.1,NP_001365879.1							
P06899	hsa:8970		CPX-2556,CPX-2564,CPX-25754,CPX-5647,CPX-5668,CPX-5670,CPX-5671	AF531293,AK311849,AL021807,CH471081,X00088		ENST00000339812.3,ENST00000607124.2	ENSP00000342886.3,ENSP00000476136.1	ENSG00000124635.10	8970			HGNC:4761	4761		IPR000558,IPR007125,IPR009072,IPR055333	hsa:8970		PF00125	R-HSA-110328,R-HSA-110329,R-HSA-110330,R-HSA-110331,R-HSA-1221632,R-HSA-171306,R-HSA-1912408,R-HSA-201722,R-HSA-212300,R-HSA-2299718,R-HSA-2559580,R-HSA-2559582,R-HSA-2559586,R-HSA-3214815,R-HSA-3214847,R-HSA-427359,R-HSA-427389,R-HSA-427413,R-HSA-5250924,R-HSA-5334118,R-HSA-5578749,R-HSA-5617472,R-HSA-5625886,R-HSA-5689880,R-HSA-5693565,R-HSA-5693571,R-HSA-5693607,R-HSA-606279,R-HSA-68616,R-HSA-69473,R-HSA-73728,R-HSA-73772,R-HSA-8866654,R-HSA-8936459,R-HSA-8939236,R-HSA-9018519,R-HSA-912446,R-HSA-9609690,R-HSA-9610379,R-HSA-9616222,R-HSA-9670095,R-HSA-9710421,R-HSA-977225,R-HSA-9821002,R-HSA-9821993,R-HSA-9841922,R-HSA-9843940,R-HSA-9843970,R-HSA-9845323	NP_066402.2							
P07093	hsa:5270			AC073641,AK295564,AK312499,BC015663,BC042628,CH471063,M17783		ENST00000258405.9,ENST00000409304.6,ENST00000409840.7,ENST00000447280.6	ENSP00000258405.4,ENSP00000386412.1,ENSP00000386969.3,ENSP00000415786.2	ENSG00000135919.14	5270			HGNC:8951	8951		IPR000215,IPR023795,IPR023796,IPR036186,IPR042178,IPR042185	hsa:5270		PF00079	R-HSA-140837,R-HSA-140875,R-HSA-75205	NP_001130000.1,NP_001130002.1,NP_006207.1,XP_016859818.1,XP_016859819.1,XP_016859820.1,XP_016859821.1,XP_054198539.1,XP_054198540.1							
P07098	hsa:8513			AK301310,AK301320,AK312940,AL358532,AL833751,AY631869,BC112272,BC113711,CH471066,X05997		ENST00000238983.9,ENST00000355843.2,ENST00000394375.7,ENST00000608620.5	ENSP00000238983.5,ENSP00000348101.3,ENSP00000377900.3,ENSP00000477140.1	ENSG00000182333.15	8513			HGNC:6622	6622		IPR000073,IPR025483,IPR029058	hsa:8513		PF00561	R-HSA-192456	NP_001185757.1,NP_001185758.1,NP_001185759.1,NP_004181.1,XP_011538613.1,XP_054223025.1							
P07099	hsa:2052	3.3.2.9		AF253417,AF276626,AF276627,AF276628,AF276629,AF276630,AF276631,AF276632,AF276633,AF276634,AF276635,AF276636,AF276637,AF276638,AK313436,AL591895,AY948961,BC003567,BC008291,BC095430,J03518,L25878,L25879,M36374,U06656,U06657,U06658,U06659,U06660,U06661,X07936,Y00424		ENST00000272167.10,ENST00000366837.5,ENST00000614058.4	ENSP00000272167.5,ENSP00000355802.4,ENSP00000480004.1	ENSG00000143819.13	2052			HGNC:3401	3401		IPR000073,IPR000639,IPR016292,IPR029058	hsa:2052		PF00561	R-HSA-211945	NP_000111.1,NP_001129490.1,NP_001278092.1,NP_001365355.1,NP_001365356.1							
P07101	hsa:7054	1.14.16.2		AC132217,BC104967,BC143611,BC143614,CH471158,DQ677336,DQ677337,M17589,M20911,M24787,M24789,M24791,X05290,Y00414		ENST00000333684.9,ENST00000352909.8,ENST00000381175.5,ENST00000381178.5	ENSP00000325951.4,ENSP00000328814.6,ENSP00000370567.1,ENSP00000370571.1	ENSG00000180176.15	7054			HGNC:11782	11782		IPR001273,IPR005962,IPR018301,IPR019773,IPR019774,IPR021164,IPR036329,IPR036951,IPR041903,IPR045865,IPR049321	hsa:7054		PF00351,PF12549,PF21417	R-HSA-209905	NP_000351.2,NP_954986.2,NP_954987.2,XP_011518637.1,XP_054225745.1							
P07108	hsa:1622			AC016736,AM000001,BC006466,BC062996,CH471103,CR456956,FM213123,FM213124,FM213125,FM213126,FM213127,FM213128,FM213131,M14200,M15887		ENST00000311521.8,ENST00000355857.8,ENST00000393103.2,ENST00000409094.5,ENST00000535757.5,ENST00000627093.2,ENST00000627305.2	ENSP00000311117.4,ENSP00000348116.3,ENSP00000376815.2,ENSP00000386486.1,ENSP00000439012.1,ENSP00000486281.1,ENSP00000486361.1	ENSG00000155368.18	1622			HGNC:2690	2690		IPR000582,IPR014352,IPR022408,IPR035984	hsa:1622		PF00887	R-HSA-77289	NP_001073331.1,NP_001073332.1,NP_001171488.1,NP_001171512.1,NP_001171513.1,NP_001269562.1,NP_001269563.1,NP_001269564.1,NP_065438.1							
P07148	hsa:2168			BC032801,M10050,M10617		ENST00000295834.8	ENSP00000295834.3	ENSG00000163586.10	2168			HGNC:3555	3555		IPR000463,IPR012674,IPR031259	hsa:2168		PF14651	R-HSA-163560,R-HSA-189483,R-HSA-1989781,R-HSA-400206,R-HSA-9707564	NP_001434.1							
P07195	hsa:3945	1.1.1.27	CPX-6592,CPX-6594,CPX-6598,CPX-6599	BC002362,BC015122,BC071860,X13794,X13795,X13796,X13797,X13798,X13799,X13800,Y00711		ENST00000350669.5,ENST00000396076.5	ENSP00000229319.1,ENSP00000379386.1	ENSG00000111716.14	3945			HGNC:6541	6541		IPR001236,IPR001557,IPR011304,IPR015955,IPR018177,IPR022383,IPR036291	hsa:3945		PF00056,PF02866	R-HSA-70268	NP_001167568.1,NP_001302466.1,NP_002291.1							
P07196	hsa:4747			AC107373,AY156690,BC039237,CH471080,S70309,X05608		ENST00000610854.2	ENSP00000482169.2	ENSG00000277586.4	4747			HGNC:7739	7739		IPR006821,IPR018039,IPR039008,IPR050405	hsa:4747		PF00038,PF04732	R-HSA-438066,R-HSA-442982,R-HSA-5673001,R-HSA-9609736,R-HSA-9617324,R-HSA-9620244	NP_006149.2							
P07197	hsa:4741			AF106564,AK294681,BC096757,CH471080,EF560736,Y00067		ENST00000221166.10,ENST00000433454.3	ENSP00000221166.5,ENSP00000412295.2	ENSG00000104722.14	4741			HGNC:7734	7734		IPR002957,IPR006821,IPR018039,IPR039008,IPR050405	hsa:4741		PF00038,PF04732		NP_001099011.1,NP_005373.2							
P07199	hsa:1059			AL109804,BC012297,BC053847,X05299,X55039		ENST00000379751.5	ENSP00000369075.4	ENSG00000125817.8	1059			HGNC:1852	1852		IPR004875,IPR006600,IPR007889,IPR009057,IPR015115,IPR034882,IPR050863	hsa:1059		PF03184,PF03221,PF04218,PF09026		NP_001801.1							
