Uniprot_ID	KEGG_sce	BRENDA	Complex Portal	EMBL	EcoGene	Ensembl_Transcript	Ensembl_Protein	Ensembl_Gene	Entrez Gene	Enzyme Nomenclature	GenBank	HGNC	HGNC Accession number	HomoloGene	InterPro	KEGG Genes	NCBI Protein	Pfam	Reactome	RefSeq	Rfam	Uniprot-TrEMBL	WikiPathways	Wikidata	miRBase Sequence	miRBase mature sequence	pato
P04657	dme:Dmel_CG13263			AE014134,BT006002,X01761					34995						IPR002327,IPR009056,IPR036909	dme:Dmel_CG13263		PF00034		NP_001260509.1,NP_477164.1							
P04755	dme:Dmel_CG11348			AE014296,M20316,X04016,X07956,X07957,X07958					38545						IPR002394,IPR006029,IPR006201,IPR006202,IPR018000,IPR036719,IPR036734,IPR038050	dme:Dmel_CG11348		PF02931,PF02932	R-DME-629587,R-DME-629594,R-DME-629597,R-DME-6798695	NP_523927.2							
P04950	dme:Dmel_CG10888			AE014297,AF184224,M17718,Y00043					42398						IPR000276,IPR001760,IPR017452,IPR027430,IPR050125	dme:Dmel_CG10888		PF00001	R-DME-416476,R-DME-419771	NP_524411.1							
P05031	dme:Dmel_CG10697	4.1.1.28		AE014134,AF091328,AY060708,AY197756,AY197757,AY197758,AY197759,AY197760,AY197761,AY197762,AY197763,AY197764,AY197765,AY197766,AY197767,AY197768,AY197769,X04426,X04661,X05991					35190						IPR002129,IPR010977,IPR015421,IPR015422,IPR015424,IPR021115	dme:Dmel_CG10697		PF00282	R-DME-209905,R-DME-209931	NP_523600.5,NP_724163.1,NP_724164.1							
P05049	dme:Dmel_CG7996			AE014297,BT024420,X04513					41607						IPR001254,IPR001314,IPR009003,IPR018114,IPR022700,IPR033116,IPR043504,IPR051333	dme:Dmel_CG7996		PF00089	R-DME-209442	NP_001097766.1,NP_524338.2							
P05084	dme:Dmel_CG9786			AE014297,AY051838,BT024234,U17742,Y00274					41032						IPR013087,IPR036236	dme:Dmel_CG9786		PF00096		NP_731267.1,NP_731268.1							
P05205	dme:Dmel_CG8409			AE014134,AY061119,FJ218607,FJ218612,FJ218613,FJ218614,FJ218615,FJ218616,FJ218617,FJ218618,FJ218619,FJ218620,FJ218621,FJ218622,FJ218623,FJ218624,FJ218625,FJ218626,FJ218627,FJ218628,FJ218629,FJ218630,FJ218631,FJ218632,FJ218633,FJ218634,FJ218635,FJ218636,FJ218637,FJ218638,FJ218639,M14131,M57574					34119						IPR000953,IPR008251,IPR016197,IPR017984,IPR023779,IPR023780,IPR051219	dme:Dmel_CG8409		PF00385,PF01393		NP_476755.1,NP_723361.1							
P05623	dme:Dmel_CG17673			AE014296,AY344285,AY344286,AY344287,AY344288,AY344289,AY344290,AY344291,AY344292,AY344293,AY344294,AY344295,AY344296,AY344297,AY344298,AY344299,AY344300,AY344301,AY344302,AY344303,AY344304,M21201,X99407,X99408,X99409,X99410,X99411,X99413,X99415,X99416,X99418					39494						IPR012608	dme:Dmel_CG17673		PF08138		NP_524057.2							
P05709	dme:Dmel_CG7771			AE014297,AF071934,AY129457,M19020					41612						IPR000014,IPR001067,IPR001610,IPR011598,IPR013655,IPR013767,IPR035965,IPR036638	dme:Dmel_CG7771		PF00989,PF08447,PF23171		NP_524340.2,NP_731771.3							
P05990	dme:Dmel_CG18572	6.3.5.5		AE014298,AF129814,AY089560,BT046159,M37783,S74010,X03875,X03876,X03877,X03878,X03879,X04813					32640						IPR002082,IPR002195,IPR002474,IPR005479,IPR005480,IPR005483,IPR006130,IPR006131,IPR006132,IPR006274,IPR006275,IPR006680,IPR011059,IPR011607,IPR011761,IPR013815,IPR016185,IPR017926,IPR029062,IPR032466,IPR035686,IPR036480,IPR036897,IPR036901,IPR036914	dme:Dmel_CG18572		PF00117,PF00185,PF00988,PF01979,PF02142,PF02729,PF02786,PF02787	R-DME-500753	NP_001285343.1,NP_523377.1,NP_996488.2							
P06002	dme:Dmel_CG4550			AE014297,BT010221,BT023714,BT029277,K02315,K02316,K02317,K02318,K02319,K02320					42367						IPR000276,IPR001735,IPR001760,IPR017452,IPR027430,IPR050125	dme:Dmel_CG4550		PF00001	R-DME-416476,R-DME-419771	NP_524407.1							
P06602	dme:Dmel_CG2328			AE013599,M14767,U32087,U32088,U32089,U32090,U32091,X05138					36039						IPR001356,IPR009057,IPR017970,IPR020479,IPR052002	dme:Dmel_CG2328		PF00046		NP_523670.2							
P06603	dme:Dmel_CG1913			AE014297,BT012506,M14643					40848						IPR000217,IPR002452,IPR003008,IPR008280,IPR017975,IPR018316,IPR023123,IPR036525,IPR037103	dme:Dmel_CG1913		PF00091,PF03953	R-DME-3371497,R-DME-6807878,R-DME-6811434,R-DME-6811436,R-DME-983189	NP_476772.1							
P06604	dme:Dmel_CG9476			AE014297,AY113631,BT044334,M14644					41183						IPR000217,IPR002452,IPR003008,IPR008280,IPR017975,IPR018316,IPR023123,IPR036525,IPR037103	dme:Dmel_CG9476		PF00091,PF03953	R-DME-3371497,R-DME-6807878,R-DME-6811434,R-DME-6811436,R-DME-983189	NP_524297.1							
P06605	dme:Dmel_CG2512			AE014297,AY084208,BT003630,BT016118,M14645					40904						IPR000217,IPR002452,IPR003008,IPR008280,IPR017975,IPR018316,IPR023123,IPR036525,IPR037103	dme:Dmel_CG2512		PF00091,PF03953	R-DME-3371497,R-DME-6807878,R-DME-6811434,R-DME-6811436,R-DME-983189	NP_524264.1							
P06606	dme:Dmel_CG8308			AE014296,M14646					39130						IPR000217,IPR002452,IPR003008,IPR008280,IPR017975,IPR018316,IPR023123,IPR036525,IPR037103	dme:Dmel_CG8308		PF00091,PF03953	R-DME-3371497,R-DME-6807878,R-DME-6811434,R-DME-6811436,R-DME-983189	NP_524009.2							
P06607	dme:Dmel_CG11129			AE014298,AY113561,M15898,X04754					32339						IPR000734,IPR013818,IPR029058	dme:Dmel_CG11129		PF00151	R-DME-1483166	NP_001285228.1,NP_511148.2							
P07140	dme:Dmel_CG17907	3.1.1.7		AE014297,X05893					41625						IPR000997,IPR001445,IPR002018,IPR019819,IPR019826,IPR029058,IPR050654	dme:Dmel_CG17907		PF00135	R-DME-112311,R-DME-1483191,R-DME-9749641	NP_001163600.1,NP_476953.1							
P07207	dme:Dmel_CG3936		CPX-2337	AE014298,AL035395,AL035436,K03507,K03508,M12175,M13689,M16025,M16149,M16150,M16151,M16152,M16153					31293						IPR000152,IPR000742,IPR000800,IPR001881,IPR002110,IPR008297,IPR009030,IPR010660,IPR011656,IPR013032,IPR018097,IPR024600,IPR035993,IPR036770,IPR049883,IPR051022	dme:Dmel_CG3936		PF00008,PF00023,PF00066,PF06816,PF07645,PF07684,PF12661,PF12796,PF25024		NP_001245510.1,NP_476859.2							
P07247	dme:Dmel_CG3340			AE013599,AY071280,X03414					38012						IPR013087,IPR036236,IPR050331	dme:Dmel_CG3340		PF00096		NP_001261181.1,NP_523867.1							
P07486	dme:Dmel_CG12055			AE013599,AY089643,BT004485,DQ864083,DQ864084,DQ864085,DQ864086,DQ864087,DQ864088,DQ864089,DQ864090,DQ864091,DQ864092,DQ864093,DQ864094,M11254					35728						IPR006424,IPR020828,IPR020829,IPR020830,IPR020831,IPR036291	dme:Dmel_CG12055		PF00044,PF02800	R-DME-70171,R-DME-70263	NP_001033936.1,NP_525108.2							
P07487	dme:Dmel_CG8893			AE014298,AY094940,DQ864106,DQ864107,DQ864108,DQ864109,DQ864110,DQ864111,DQ864112,DQ864113,DQ864114,DQ864115,DQ864116,DQ864117,DQ864118,DQ864119,DQ864120,DQ864121,M11255					32545						IPR006424,IPR020828,IPR020829,IPR020830,IPR020831,IPR036291	dme:Dmel_CG8893		PF00044,PF02800	R-DME-70171,R-DME-70263	NP_001259584.1,NP_542445.1							
P07548	dme:Dmel_CG2189			AE001572,AE014297,M13373,X05136					40832						IPR001356,IPR001827,IPR009057,IPR017970,IPR017995,IPR020479,IPR050609	dme:Dmel_CG2189		PF00046		NP_477201.1							
P07663	dme:Dmel_CG2647			AB029194,AB029195,AB029196,AB029222,AB029223,AB029224,AB029250,AB029251,AB029252,AE014298,AF033029,AF251241,AL024485,AY047980,AY047981,AY047982,AY047983,AY047984,AY047985,AY047986,AY047987,AY047988,AY047989,AY047990,AY047991,AY047992,AY047993,AY047994,AY047995,AY047996,AY047997,AY047998,AY047999,AY048000,AY048001,AY048002,AY048003,AY048004,AY048005,AY048006,AY048007,AY048008,AY048009,AY048010,AY048011,AY048012,AY048013,AY048014,AY048015,AY048016,AY048017,AY048018,AY048019,AY048020,AY048021,AY048022,AY048023,AY048024,AY048025,AY048026,AY048027,AY048028,AY048029,AY048030,AY048031,AY048032,AY048033,AY048034,AY048035,AY048036,AY048037,AY048038,AY048040,AY048041,AY048042,AY575847,D00009,L07817,L07818,L07819,L07821,L07823,L07825,M30114,X03636					31251						IPR000014,IPR013767,IPR035965,IPR050760	dme:Dmel_CG2647		PF00989,PF14598	R-DME-432395,R-DME-432490,R-DME-432501,R-DME-432524,R-DME-432553,R-DME-432620,R-DME-538898	NP_001259194.1,NP_525056.2							
P07664	dme:Dmel_CG17958			AE014297,AY069691,X00555,X03121					43572						IPR013087,IPR036236	dme:Dmel_CG17958		PF00096,PF12874		NP_524581.1							
P07668	dme:Dmel_CG12345	2.3.1.6		AE014297,AY128433,M63724					42249						IPR000542,IPR023213,IPR039551,IPR042231	dme:Dmel_CG12345		PF00755	R-DME-1483191,R-DME-264642	NP_477004.5,NP_996239.2							
P07713	dme:Dmel_CG9885			AE014134,AF459545,AF459546,AF459547,AF459548,AF459549,AF459550,AF459551,AF459552,AF459553,AF459554,AF459555,AF459556,AF459557,AF459558,AF459559,AF459560,AF459561,AF459562,AF459563,AF459564,BT015227,M30116,U63857					33432						IPR001111,IPR001839,IPR015615,IPR017948,IPR029034	dme:Dmel_CG9885		PF00019,PF00688	R-DME-114608,R-DME-1502540,R-DME-201451,R-DME-2129379,R-DME-2173788,R-DME-2173789,R-DME-2173791,R-DME-3000170,R-DME-381426,R-DME-8941855,R-DME-8941858,R-DME-8951936,R-DME-8957275,R-DME-9839389	NP_477311.1,NP_722810.1,NP_722811.1,NP_722813.1							
P07764	dme:Dmel_CG6058			AE014297,AY058667,AY128452,D10446,D10762,DQ864133,DQ864134,DQ864135,DQ864136,DQ864137,DQ864138,DQ864139,DQ864140,DQ864141,DQ864142,DQ864143,DQ864144,M98351,X60064					43183						IPR000741,IPR013785,IPR029768	dme:Dmel_CG6058		PF00274	R-DME-114608,R-DME-6798695,R-DME-70171,R-DME-70263,R-DME-70350	NP_001262985.1,NP_001287541.1,NP_524515.2,NP_733140.2,NP_733141.1,NP_733142.1,NP_733143.1,NP_733144.3,NP_733145.3,NP_996300.1							
P07909	dme:Dmel_CG9983			AE014297,AY061448,M15766,M25545,M28870,M28871,M28872,M31560,M33955					43385						IPR000504,IPR012677,IPR035979	dme:Dmel_CG9983		PF00076		NP_524543.1,NP_733249.1,NP_733250.1,NP_733251.1,NP_733252.1,NP_733253.1							
P08044	dme:Dmel_CG3956			AE014134,AJ251486,BT010255,Y00288					34908						IPR013087,IPR036236,IPR050527	dme:Dmel_CG3956		PF00096		NP_476732.1							
P08099	dme:Dmel_CG16740			AE014297,M12896					42261						IPR000276,IPR001735,IPR001760,IPR017452,IPR027430,IPR050125	dme:Dmel_CG16740		PF00001		NP_524398.1							
P08111	dme:Dmel_CG2671		CPX-2410	AE014134,AY051654,BT100129,BT100228,M17022,X05426					33156						IPR000664,IPR013577,IPR015943,IPR036322	dme:Dmel_CG2671		PF08366		NP_001245801.1,NP_001245802.1,NP_001245803.1,NP_001245804.1,NP_523439.2,NP_722583.1,NP_722584.1,NP_722585.1,NP_722586.1,NP_722587.1							
P08120	dme:Dmel_CG4145			AE014134,J02727,M23704,M28334,M96575,V00200					33727						IPR001442,IPR008160,IPR016187,IPR036954,IPR050149	dme:Dmel_CG4145		PF01391,PF01413	R-DME-1442490,R-DME-1650814,R-DME-216083,R-DME-8948216	NP_723044.1,NP_723045.1,NP_723046.1							
P08144	dme:Dmel_CG18730	3.2.1.1		AB042862,AB042863,AB042864,AB042865,AB042866,AB042867,AB042868,AB042869,AB042870,AB042871,AB042872,AB042873,AB042874,AB042875,AB042876,AB042877,AB042878,AB042879,AB042880,AB042881,AB042882,AB042883,AB042884,AB042885,AB042886,AE013599,AY051425,L22716,L22719,L22721,L22725,L22726,L22729,L22731,L22733,L22735,X04569					47764						IPR006046,IPR006047,IPR006048,IPR013780,IPR017853,IPR031319	dme:Dmel_CG18730		PF00128,PF02806	R-DME-189085	NP_001286518.1,NP_536346.1							
P08155	dme:Dmel_CG45074			AE014134,AJ005440,AJ005441,AY051816,M14940					33861						IPR013087,IPR036236	dme:Dmel_CG45074		PF00096		NP_477466.1,NP_477467.1							
P08171	dme:Dmel_CG6917			AE014296,AF147095,AF147096,AF147097,AF147098,AF147099,AF147100,AF147101,AF147102,AF217624,AF217625,AF217626,AF217627,AF217628,AF217629,AF217630,AF217631,AF217632,AF217633,AF217634,AF217635,AF217636,AF217637,AF217638,AF217639,AF217640,AF217641,AF217642,AF217643,AF217644,AF217645,AY095091,AY247664,AY247665,AY247666,AY247667,AY247668,AY247669,AY247670,AY247671,AY247672,AY247673,AY247674,AY247675,AY247676,AY247677,AY247678,AY247679,AY247680,AY247681,AY247682,AY247683,AY247684,AY247685,AY247686,AY247687,AY247688,AY247689,AY247690,AY247691,AY247692,AY247693,AY247694,AY247695,AY247696,AY247697,AY247698,AY247699,AY247700,AY247701,AY247702,AY247703,AY247704,AY247705,AY247706,AY247707,AY247708,AY247709,AY247710,AY247711,AY247712,AY247713,J04167,M15961,M33780,U57474,U57475,U57476,U57477,U57478,U57479,U57480,U57481,U57482,U57483,U57484,U57485,U57486,U57487,U57488					39392						IPR002018,IPR019819,IPR019826,IPR029058	dme:Dmel_CG6917		PF00135	R-DME-112311,R-DME-1483191,R-DME-2022377,R-DME-211945,R-DME-5578768,R-DME-8964038,R-DME-9749641	NP_001261749.1,NP_788500.1							
P08181	dme:Dmel_CG17520	2.7.11.1		AE014296,AY069553,M16534					48448						IPR000719,IPR008271,IPR011009,IPR017441,IPR045216	dme:Dmel_CG17520		PF00069	R-DME-201688,R-DME-209190,R-DME-209214,R-DME-2514853,R-DME-432553,R-DME-6804756,R-DME-6814122,R-DME-8934903,R-DME-8948751	NP_001036624.1,NP_001287151.1,NP_001287152.1,NP_001287153.1,NP_524918.1,NP_730774.1,NP_730775.1							
P08182	dme:Dmel_CG15224			AE014298,AY113447,M16535,U52952					32132						IPR000704,IPR016149,IPR035991	dme:Dmel_CG15224		PF01214	R-DME-201688,R-DME-209190,R-DME-209214,R-DME-2514853,R-DME-432553,R-DME-6798695,R-DME-6804756,R-DME-6814122,R-DME-8934903,R-DME-8948751	NP_001014731.1,NP_001245628.1,NP_511131.3,NP_542940.1,NP_727561.1,NP_727562.1,NP_996415.1							
P08255	dme:Dmel_CG9668			AE014296,M17719,M17730					39887						IPR000276,IPR001760,IPR017452,IPR027430,IPR050125	dme:Dmel_CG9668		PF00001	R-DME-416476,R-DME-419771	NP_476701.1							
P08510	dme:Dmel_CG12348			AE014298,AY118398,BT050432,M17155,M17211,X06184,X06742,X07131,X07132,X07133,X07134,X78908					32780						IPR000210,IPR003131,IPR003968,IPR003972,IPR005821,IPR011333,IPR027359,IPR028325	dme:Dmel_CG12348		PF00520,PF02214	R-DME-1296072,R-DME-5576890	NP_001162788.1,NP_001188668.1,NP_001245727.1,NP_001259665.2,NP_523393.3,NP_728120.1,NP_728122.1,NP_728123.1,NP_728124.1,NP_996497.1,NP_996498.2							
P08570	dme:Dmel_CG4087			AE014134,AY069125,S62170,Y00504					33214						IPR027534,IPR038716	dme:Dmel_CG4087		PF00428	R-DME-156827,R-DME-1799339,R-DME-72689,R-DME-72706,R-DME-975956,R-DME-975957	NP_001259822.1,NP_476630.1							
P08630	dme:Dmel_CG8049			AB009840,AB009841,AE014134,AF044337,AY069457,AY128441,BT011183,M16599,X02305					34132						IPR000719,IPR000980,IPR001245,IPR001452,IPR001562,IPR001849,IPR008266,IPR011009,IPR011993,IPR017441,IPR020635,IPR036028,IPR036860,IPR050198	dme:Dmel_CG8049		PF00017,PF00018,PF00169,PF00779,PF07714	R-DME-111465,R-DME-1660499,R-DME-202433,R-DME-2424491,R-DME-2871809,R-DME-416476,R-DME-416482,R-DME-512988,R-DME-8964315	NP_001097120.1,NP_001097121.1,NP_476745.1,NP_476746.1,NP_723369.1,NP_723370.1							
P08645	dme:Dmel_CG1956	3.6.5.2		AE014296,AF186654,AY121688,DQ138746,M80535,X02200					38244						IPR001806,IPR005225,IPR020849,IPR027417,IPR038851	dme:Dmel_CG1956		PF00071	R-DME-170968,R-DME-354192,R-DME-381676,R-DME-392517,R-DME-5674135,R-DME-6798695	NP_001189023.1,NP_001261295.1,NP_476857.1							
P08646	dme:Dmel_CG9375			AE014297,AF186648,AY089541,AY094888,K01960,M16123,M16428,M16429,X73219					41140						IPR001806,IPR005225,IPR020849,IPR027417	dme:Dmel_CG9375		PF00071	R-DME-1250347,R-DME-1433557,R-DME-171007,R-DME-179812,R-DME-180336,R-DME-186763,R-DME-1963640,R-DME-2179392,R-DME-2424491,R-DME-2871796,R-DME-375165,R-DME-3928662,R-DME-4086398,R-DME-432553,R-DME-5218921,R-DME-5621575,R-DME-5654688,R-DME-5654693,R-DME-5654699,R-DME-5654700,R-DME-5654704,R-DME-5654706,R-DME-5654712,R-DME-5654719,R-DME-5658442,R-DME-5673000,R-DME-5673001,R-DME-5674135,R-DME-5675221,R-DME-6798695,R-DME-8849471,R-DME-8951936,R-DME-9607240,R-DME-9634635,R-DME-9648002,R-DME-9674555	NP_476699.1							
P08761	dme:Dmel_CG7266	1.8.4.11		AE014296,AF541958,BT004857,X04024,X04521,X58286					39675						IPR002569,IPR036509	dme:Dmel_CG7266		PF01625		NP_524085.2,NP_730047.1							
P08841	dme:Dmel_CG3401			AE013599,BT015991,M22335,M22341,S60740,X16825,X16826,X68393					37888						IPR000217,IPR002453,IPR003008,IPR008280,IPR013838,IPR017975,IPR018316,IPR023123,IPR036525,IPR037103	dme:Dmel_CG3401		PF00091,PF03953	R-DME-3371497,R-DME-6798695,R-DME-6807878,R-DME-6811434,R-DME-6811436,R-DME-983189	NP_523842.2							
P08879	dme:Dmel_CG2210	2.7.4.6		AE014297,AY113576,X13107					43739						IPR001564,IPR023005,IPR034907,IPR036850	dme:Dmel_CG2210		PF00334	R-DME-499943,R-DME-6798695,R-DME-9748787,R-DME-9755088	NP_001287624.1,NP_001287625.1,NP_476761.3							
P08928	dme:Dmel_CG6944			AE014134,BT001506,X07278,X16275					33782						IPR001322,IPR036415,IPR039008	dme:Dmel_CG6944		PF00038,PF00932	R-DME-4419969,R-DME-9013405,R-DME-9035034	NP_001245892.1,NP_001245893.1,NP_001285629.1,NP_476616.1							
P08953	dme:Dmel_CG5490			AE014297,AY121616,AY349649,AY349650,AY349651,AY349652,AY349653,AY349654,AY349655,BT031153,M19969					43222						IPR000157,IPR000372,IPR000483,IPR001611,IPR003591,IPR026906,IPR032675,IPR035897	dme:Dmel_CG5490		PF00560,PF01462,PF01463,PF01582,PF13306,PF13855	R-DME-168142,R-DME-209442,R-DME-214842,R-DME-214844,R-DME-214862,R-DME-214863,R-DME-214869,R-DME-214874,R-DME-6798695	NP_524518.1,NP_733166.1							
P08970	dme:Dmel_CG8573			AE014297,BT003273,Y00228					41740						IPR013087,IPR036236,IPR050331	dme:Dmel_CG8573		PF00096,PF13912		NP_001247098.1,NP_524349.1,NP_731897.1							
P08985	dme:Dmel_CG5499			AE014297,AM294365,AM294366,AM294367,AM294368,AM294369,AM294370,AM294371,AM294372,AY118910,FM245434,FM245435,FM245436,FM245437,FM245438,FM245439,FM245440,FM245441,FM245442,FM245443,FM245444,FM245445,S42733,X07485,X15549					43229						IPR002119,IPR007125,IPR009072,IPR032454,IPR032458	dme:Dmel_CG5499		PF00125,PF16211	R-DME-201722,R-DME-212300,R-DME-2299718,R-DME-2559580,R-DME-2559582,R-DME-3214858,R-DME-427359,R-DME-427413,R-DME-5578749,R-DME-5625886,R-DME-68616,R-DME-73772,R-DME-8936459,R-DME-9018519,R-DME-9841922,R-DME-9843940	NP_001262997.1,NP_524519.1							
P09040	dme:Dmel_CG18090			AE014297,AY113595,EU635459,J03957					45845						IPR013152,IPR013259	dme:Dmel_CG18090		PF08257		NP_524845.2							
P09052	dme:Dmel_CG46283			AE014134,AY084126,M23560,X12945,X12946					26067080						IPR000629,IPR001650,IPR011545,IPR014001,IPR014014,IPR027417,IPR044763	dme:Dmel_CG46283		PF00270,PF00271		NP_001260458.1,NP_001303322.1,NP_723899.1							
P09077	dme:Dmel_CG1030			AE001572,AE014297,U10506,X05228,X14475,X77075,X77076					40833						IPR001356,IPR001827,IPR009057,IPR017970,IPR017995,IPR020479,IPR050609	dme:Dmel_CG1030		PF00046		NP_524248.2,NP_996165.1							
P09081	dme:Dmel_CG1034			AE001572,AE014297,AF466621,AF466622,AF466623,AF466624,AF466625,AF466626,AF466627,AF466628,AF466629,AF466630,AF466631,AF466632,AF466633,AF466634,AF466635,AF466636,AF466637,AF466638,AF466639,AF466640,AF466641,AF466642,AF466643,AF466644,AF466645,AY058658,BT021332,K03517,M14549,X07870,X14458,X14459,X14460					40830						IPR001356,IPR009057,IPR017970	dme:Dmel_CG1034		PF00046		NP_476825.1,NP_731111.1,NP_731113.2,NP_788587.1,NP_788588.1							
P09082	dme:Dmel_CG3388			AE013599,M14942,M14944					38005						IPR000047,IPR001356,IPR001523,IPR009057,IPR017970,IPR036388,IPR043182,IPR043565	dme:Dmel_CG3388		PF00046,PF00292	R-DME-3214847	NP_523863.1							
P09083	dme:Dmel_CG2692			AE013599,AY071593,M14941,M14943					38004						IPR001356,IPR001523,IPR009057,IPR017970,IPR036388,IPR043182,IPR043565	dme:Dmel_CG2692		PF00046,PF00292	R-DME-3214847	NP_523862.1							
P09085	dme:Dmel_CG1759			AE014134,AY069565,BT122084,M21069,M21070,X03062					35341						IPR000047,IPR001356,IPR009057,IPR017970,IPR020479,IPR047152	dme:Dmel_CG1759		PF00046		NP_476954.1,NP_599128.1							
P09087	dme:Dmel_CG11648			AE014297,M21173,U31961,X15080,X16134,X51663					47763						IPR001356,IPR009057,IPR017970,IPR020479,IPR046333	dme:Dmel_CG11648		PF00046		NP_001303471.1,NP_001303472.1,NP_001303474.1,NP_524896.2,NP_650577.1,NP_732180.1,NP_732181.1,NP_996220.1							
P09208	dme:Dmel_CG18402	2.7.10.1		AE014297,M13568,M14778,U18351,U28136					42549						IPR000494,IPR000719,IPR001245,IPR002011,IPR003961,IPR006211,IPR006212,IPR008266,IPR009030,IPR011009,IPR013783,IPR017441,IPR020635,IPR036116,IPR036941,IPR050122	dme:Dmel_CG18402		PF00041,PF00757,PF01030,PF07714	R-DME-110478,R-DME-77387,R-DME-9009391	NP_001138093.1,NP_001138094.1,NP_001138095.1,NP_524436.2							
P09478	dme:Dmel_CG5610			AE014297,X07194					42918						IPR002394,IPR006029,IPR006201,IPR006202,IPR018000,IPR036719,IPR036734,IPR038050	dme:Dmel_CG5610		PF02931,PF02932	R-DME-629587,R-DME-629594,R-DME-629597,R-DME-6798695	NP_001262917.1,NP_524481.2							
P09615	dme:Dmel_CG4889			AE014134,AY128458,J03650,M17230,S67382,S67383					34009						IPR005817,IPR018161,IPR043158	dme:Dmel_CG4889		PF00110	R-DME-201681,R-DME-209387,R-DME-209440,R-DME-209472,R-DME-3238698,R-DME-4086400,R-DME-4641262	NP_523502.1							
P09774	dme:Dmel_CG3839			AE014298,AL024453,AY121693,X12549,X71806					30983						IPR011598,IPR036638,IPR050283	dme:Dmel_CG3839		PF00010		NP_476623.1							
P09775	dme:Dmel_CG3258			AE014298,AL009188,AY095069,X12550,X52892					30985						IPR011598,IPR015660,IPR036638	dme:Dmel_CG3258		PF00010		NP_476694.1							
P09956	dme:Dmel_CG7803			AE014298,AL133505,L13043,L13044,L13045,L13046,L13047,L13048,X06743,Y00049					31230						IPR028002	dme:Dmel_CG7803		PF13873		NP_001033827.1,NP_525051.1							
P09957	dme:Dmel_CG3757			AE014298,AL023873,X04427					30980						IPR011042,IPR017996	dme:Dmel_CG3757		PF03022		NP_476792.1							
P0CG69	dme:Dmel_CG11624			AE014296,M22428,M33013,M33015,M33122					38456						IPR000626,IPR019954,IPR019956,IPR029071,IPR050158	dme:Dmel_CG11624		PF00240	R-DME-110312,R-DME-110314,R-DME-110320,R-DME-1169408,R-DME-1234176,R-DME-1253288,R-DME-1295596,R-DME-1358803,R-DME-174048,R-DME-174084,R-DME-174113,R-DME-174154,R-DME-174178,R-DME-174184,R-DME-179409,R-DME-182971,R-DME-187577,R-DME-195253,R-DME-209360,R-DME-209447,R-DME-209461,R-DME-209560,R-DME-2122948,R-DME-216167,R-DME-2173788,R-DME-2173791,R-DME-2173795,R-DME-2173796,R-DME-2467813,R-DME-2559582,R-DME-3134975,R-DME-3769402,R-DME-382556,R-DME-432395,R-DME-432524,R-DME-445989,R-DME-450302,R-DME-450321,R-DME-4608870,R-DME-4641257,R-DME-4641258,R-DME-5205685,R-DME-532668,R-DME-5357905,R-DME-5358346,R-DME-538864,R-DME-5607761,R-DME-5610780,R-DME-5610785,R-DME-5632684,R-DME-5654726,R-DME-5654727,R-DME-5654732,R-DME-5654733,R-DME-5655862,R-DME-5656121,R-DME-5656169,R-DME-5658442,R-DME-5675221,R-DME-5675482,R-DME-5676590,R-DME-5689603,R-DME-5689877,R-DME-5689880,R-DME-5689896,R-DME-5689901,R-DME-5693565,R-DME-5696394,R-DME-5696395,R-DME-5696400,R-DME-6781823,R-DME-6782135,R-DME-6782210,R-DME-6804757,R-DME-68949,R-DME-69017,R-DME-69231,R-DME-69601,R-DME-75815,R-DME-8849469,R-DME-8854050,R-DME-8856825,R-DME-8856828,R-DME-8863795,R-DME-8866427,R-DME-8866652,R-DME-8866654,R-DME-8939236,R-DME-8939902,R-DME-8941858,R-DME-8948747,R-DME-8948751,R-DME-8951664,R-DME-901032,R-DME-9010553,R-DME-9020702,R-DME-9033241,R-DME-912631,R-DME-917729,R-DME-917937,R-DME-937039,R-DME-937042,R-DME-937072,R-DME-9646399,R-DME-9648002,R-DME-9664873,R-DME-9708530,R-DME-975144,R-DME-975163,R-DME-9755511,R-DME-9762114,R-DME-983168,R-DME-9833482,R-DME-9861718	NP_001261383.1,NP_523909.2,NP_728908.1,NP_995994.1							
P10040	dme:Dmel_CG6383		CPX-2408	AE014297,AY118509,M33753,X05144					42896						IPR000152,IPR000742,IPR001791,IPR001881,IPR009030,IPR013032,IPR013320,IPR018097,IPR049883	dme:Dmel_CG6383		PF00008,PF00054,PF02210,PF07645,PF12661,PF25024	R-DME-1912420,R-DME-9013700,R-DME-9604323	NP_001036751.1,NP_524480.2							
