Uniprot_ID	KEGG_sce	BRENDA	Complex Portal	EMBL	EcoGene	Ensembl_Transcript	Ensembl_Protein	Ensembl_Gene	Entrez Gene	Enzyme Nomenclature	GenBank	HGNC	HGNC Accession number	HomoloGene	InterPro	KEGG Genes	NCBI Protein	Pfam	Reactome	RefSeq	Rfam	Uniprot-TrEMBL	WikiPathways	Wikidata	miRBase Sequence	miRBase mature sequence	pato
P32914	sce:YGR063C		CPX-1661	AM296426,AM296427,AM296428,AM296429,AM296430,AM296431,AM296432,AM296433,AM296434,AM296435,AM296436,AM296437,AM296438,AY693090,BK006941,DQ115391,M83672,Z72848					852955						IPR009287,IPR022800,IPR029040,IPR038510	sce:YGR063C		PF06093	R-SCE-113418,R-SCE-674695,R-SCE-6796648	NP_011577.3							
P32915	sce:YLR378C		CPX-1833,CPX-3055	BK006945,U19103,U19104,X62340					851095						IPR002208,IPR019561,IPR023201,IPR030659	sce:YLR378C		PF00344,PF10559		NP_013482.1							
P32916	sce:YDR292C		CPX-780	BK006938,M77274,U51031					851886						IPR000897,IPR003593,IPR011012,IPR013822,IPR015284,IPR027417,IPR036225,IPR042101	sce:YDR292C		PF00448,PF02881,PF09201		NP_010578.3							
P32917	sce:YDR103W			BK006938,D12917,L01620,L07865,L23856,Z47746					851680						IPR021106,IPR021651,IPR038382	sce:YDR103W		PF11610,PF12194		NP_010388.1							
P32939	sce:YML001W			BK006946,D64114,X68144,Z48613					855012						IPR001806,IPR005225,IPR027417	sce:YML001W		PF00071	R-SCE-6798695,R-SCE-8854214,R-SCE-8873719,R-SCE-8876198,R-SCE-9013405,R-SCE-9013406	NP_013713.1							
P32944	sce:YJL187C			BK006943,X73966,Z49462					853252						IPR000719,IPR008271,IPR011009,IPR017441,IPR050339	sce:YJL187C		PF00069	R-SCE-156711	NP_012348.1							
P32945	sce:YPL179W			BK006949,S39958,U00795,X75485,Z73535					855923						IPR004843,IPR006186,IPR011159,IPR029052,IPR031675,IPR050341	sce:YPL179W		PF00149,PF16891		NP_015146.1							
P33122	sce:YOR344C			BK006948,L38594,X95720,Z14973,Z75252					854525						IPR011598,IPR036638,IPR052099	sce:YOR344C		PF00010		NP_014989.3							
P33201	sce:YKL009W			BK006944,S53418,S59773,X61398,Z28009					853860						IPR001790,IPR033867,IPR040637,IPR043141,IPR043164,IPR051742	sce:YKL009W		PF00466,PF17777		NP_012916.1							
P33202	sce:YKL010C			BK006944,S53418,Z28010					853859						IPR000569,IPR011989,IPR016024,IPR035983,IPR045322	sce:YKL010C		PF00632	R-SCE-983168	NP_012915.3							
P33203	sce:YKL012W		CPX-23	BK006944,S53418,Z28012					853857						IPR001202,IPR002713,IPR036020,IPR036517,IPR039726	sce:YKL012W		PF00397,PF01846		NP_012913.3							
P33296	sce:YER100W			BK006939,U18839,X73234					856837						IPR000608,IPR016135,IPR050113	sce:YER100W		PF00179	R-SCE-9609523,R-SCE-983168	NP_011026.3							
P33297	sce:YOR117W	5.6.1.5	CPX-2262	BK006948,X73569,X90518,X94335,Z75025					854284						IPR003593,IPR003959,IPR003960,IPR012340,IPR027417,IPR032501,IPR041569,IPR050221	sce:YOR117W		PF00004,PF16450,PF17862	R-SCE-1236978,R-SCE-5668541,R-SCE-5687128,R-SCE-5689880,R-SCE-6798695,R-SCE-68949,R-SCE-69017,R-SCE-69601,R-SCE-8854050,R-SCE-8948751,R-SCE-8951664,R-SCE-9755511,R-SCE-983168,R-SCE-9907900	NP_014760.3							
P33298	sce:YDR394W	5.6.1.5	CPX-2262	BK006938,U06229,U32274,X73570					852003						IPR003593,IPR003959,IPR003960,IPR012340,IPR027417,IPR032501,IPR050221	sce:YDR394W		PF00004,PF16450	R-SCE-1236978,R-SCE-5668541,R-SCE-5687128,R-SCE-5689880,R-SCE-68949,R-SCE-69017,R-SCE-69601,R-SCE-8854050,R-SCE-8948751,R-SCE-8951664,R-SCE-9755511,R-SCE-983168,R-SCE-9907900	NP_010682.3							
P33299	sce:YKL145W	5.6.1.5	CPX-2262	BK006944,X73571,Z22817,Z28145					853712						IPR003593,IPR003959,IPR003960,IPR012340,IPR027417,IPR041569,IPR048723,IPR050221	sce:YKL145W		PF00004,PF17862,PF21236	R-SCE-1236978,R-SCE-5668541,R-SCE-5687128,R-SCE-5689880,R-SCE-6798695,R-SCE-68949,R-SCE-69017,R-SCE-69601,R-SCE-8854050,R-SCE-8948751,R-SCE-8951664,R-SCE-9755511,R-SCE-983168,R-SCE-9907900	NP_012777.1							
P33300	sce:YPL057C	2.4.1.370	CPX-1739	BK006949,D26581,M96648,U39205					856050						IPR007577,IPR029044,IPR051706	sce:YPL057C		PF04488		NP_015268.1							
P33301	sce:YDR369C		CPX-1872	BK006938,L22856,U28373,X80642					851975						IPR000253,IPR008984	sce:YDR369C		PF00498		NP_010657.3							
P33302	sce:YOR153W			BK006948,D26548,L19922,U55020,X74113,Z75061					854324						IPR003439,IPR003593,IPR005285,IPR010929,IPR013525,IPR017871,IPR027417,IPR029481,IPR034001,IPR034003	sce:YOR153W		PF00005,PF01061,PF06422,PF14510		NP_014796.3							
P33307	sce:YGL238W			BK006941,L14838,Z49149,Z72761					852612						IPR001494,IPR005043,IPR011989,IPR013713,IPR016024	sce:YGL238W		PF03378,PF03810,PF08506		NP_011276.1							
P33308	sce:YNR010W		CPX-3226	AY558422,BK006947,L14839,X77395,Z71625					855744						IPR011425	sce:YNR010W		PF07544		NP_014407.3							
P33309	sce:YNL001W		CPX-465	BK006947,L11277,X77114,Z71277					855731						IPR004405,IPR005140,IPR005141,IPR005142,IPR029064,IPR038069,IPR042226	sce:YNL001W		PF03463,PF03464,PF03465		NP_014397.1							
P33313	sce:YBR155W			AY557873,BK006936,S59774,X71329,Z36024					852452						IPR011990,IPR019734,IPR044059	sce:YBR155W		PF00515,PF18972		NP_009713.1							
P33314	sce:YKL092C			BK006944,L19162,X74130,X75561,Z28092					853770						IPR000008,IPR001936,IPR008936,IPR023152,IPR035892,IPR039360	sce:YKL092C		PF00168,PF00616	R-SCE-9696273	NP_012831.1							
P33317	sce:YBR252W	3.6.1.23		AY693064,BK006936,L20296,X74263,Z36121					852554						IPR008181,IPR029054,IPR033704,IPR036157	sce:YBR252W		PF00692	R-SCE-499943	NP_009811.3							
P33322	sce:YLR175W		CPX-737	BK006945,L12351,U17246					850872						IPR002478,IPR002501,IPR004521,IPR004802,IPR012960,IPR015947,IPR020103,IPR032819,IPR036974	sce:YLR175W		PF01472,PF01509,PF08068,PF16198	R-SCE-171319	NP_013276.1							
P33328	sce:YOR327C		CPX-5321,CPX-5461,CPX-5462,CPX-5463,CPX-5465,CPX-5466	BK006948,L16243,Z49821,Z75235					854505						IPR001388,IPR016444,IPR042855	sce:YOR327C		PF00957		NP_014972.3							
P33329	sce:YDR436W			BK006938,L10241,U33007,X74136					852046						IPR004843,IPR006186,IPR011159,IPR029052,IPR031675,IPR050341	sce:YDR436W		PF00149,PF16891		NP_010724.1							
P33330	sce:YOR184W			BK006948,L20917,U19714,Z75092					854356						IPR000192,IPR015421,IPR015422,IPR015424,IPR020578,IPR022278	sce:YOR184W		PF00266	R-SCE-977347	NP_014827.3							
P33332	sce:YER008C		CPX-1890	BK006939,L22204,U18778					856726						IPR019160,IPR028258,IPR048628	sce:YER008C		PF09763,PF15277,PF20654		NP_010924.1							
P33333	sce:YDL052C	2.3.1.51		AY692892,BK006938,L13282,Z74100					851508						IPR002123,IPR004552	sce:YDL052C		PF01553	R-SCE-1483166,R-SCE-6798695	NP_010231.1							
P33334	sce:YHR165C	3.1.13.2	CPX-1651,CPX-25,CPX-29,CPX-30	BK006934,L29421,U00027,Z24732					856570						IPR000555,IPR012337,IPR012591,IPR012592,IPR012984,IPR019580,IPR019581,IPR019582,IPR021983,IPR027652,IPR037518,IPR042516,IPR043172,IPR043173	sce:YHR165C		PF08082,PF08083,PF08084,PF10596,PF10597,PF10598,PF12134		NP_012035.1							
P33336	sce:YGR143W			BK006941,L18859,Z72928					853045						IPR000757,IPR005629,IPR013320	sce:YGR143W		PF03935		NP_011659.3							
P33338	sce:YNL243W			BK006947,L12352,U07938,Z22811,Z69381,Z71518,Z71519					855478						IPR002558,IPR008942,IPR011417,IPR013809,IPR030224,IPR035964	sce:YNL243W		PF01608,PF07651		NP_014156.2							
P33339	sce:YGR047C		CPX-1656	BK006941,DQ115391,L12722,Z72832,Z72833					852938						IPR011990,IPR019734,IPR039340	sce:YGR047C		PF13181,PF13432	R-SCE-76066	NP_011561.3							
P33399	sce:YDL051W			AY558373,BK006938,L13282,L33023,X80801,Z74099					851509						IPR000504,IPR002344,IPR006630,IPR012677,IPR035979,IPR036388,IPR036390,IPR045180	sce:YDL051W		PF00076,PF05383		NP_010232.1							
P33400	sce:YHL027W			AY693138,BK006934,U11583,X72960					856358						IPR013087,IPR036236,IPR048420,IPR050806	sce:YHL027W		PF00096,PF21816		NP_011836.1							
P33401	sce:YKL127W			BK006944,X72016,Z28127					853732						IPR005841,IPR005844,IPR005845,IPR005846,IPR016055,IPR016066,IPR036900,IPR045244	sce:YKL127W		PF02878,PF02879,PF02880,PF24947	R-SCE-3322077,R-SCE-6798695,R-SCE-70221,R-SCE-70370	NP_012795.1							
P33413	sce:YHL016C			AY693170,BK006934,L19875,U11582					856370						IPR001734,IPR031155,IPR038377	sce:YHL016C		PF00474		NP_011847.1							
P33418	sce:YKL205W			BK006944,L13941,Z28205					853630						IPR011989,IPR013598,IPR016024,IPR040017,IPR045546	sce:YKL205W		PF08389,PF19282		NP_012717.1							
P33419	sce:YPL124W		CPX-1419	BK006949,U43503,X72226					855979						IPR031392	sce:YPL124W		PF17082		NP_015201.1							
P33420	sce:YPL174C		CPX-1805	BK006949,X72227,Z73530					855929						IPR000938,IPR036859	sce:YPL174C		PF01302		NP_015151.1							
P33441	sce:YML062C		CPX-1792,CPX-1793	BK006946,S57517,Z38114					854940						IPR008501	sce:YML062C		PF05615		NP_013649.1							
P33442	sce:YLR441C		CPX-1599	AY693148,BK006945,U21094,X01420,X65802,X68556					851162						IPR001593,IPR018281,IPR027500	sce:YLR441C		PF01015	R-SCE-5689880,R-SCE-936440	NP_013546.1							
P33448	sce:YOR045W		CPX-473,CPX-474	AY693051,BK006948,Z22815,Z74953					854210						IPR020266	sce:YOR045W		PF17112		NP_014688.1							
P33734	sce:YBR248C	4.3.1.B2,4.3.2.10		BK006936,X69815,Z36117					852550						IPR004651,IPR006062,IPR010139,IPR011060,IPR013785,IPR014640,IPR017926,IPR029062,IPR050064	sce:YBR248C		PF00117,PF00977		NP_009807.3							
P33748	sce:YMR037C			BK006946,L08838,Z48502					855053						IPR013087,IPR036236,IPR050331	sce:YMR037C		PF00096		NP_013751.1							
P33749	sce:YKL062W			BK006944,L08839,X75781,Z28062					853803						IPR013087,IPR036236,IPR050331	sce:YKL062W		PF00096		NP_012861.1							
P33753	sce:YKR056W			AJ250970,AY260897,BK006944,Z14126,Z25734,Z28281					853930						IPR002792,IPR010280,IPR012340,IPR025795,IPR029063,IPR030390,IPR030391	sce:YKR056W		PF01938,PF05958		NP_012982.2							
P33754	sce:YBR171W		CPX-3055,CPX-3056	AY558125,BK006936,U00797,X72224,X74437,Z36040					852469						IPR018624	sce:YBR171W		PF09802		NP_009730.3							
P33755	sce:YBR170C		CPX-2946,CPX-3069,CPX-3265	BK006936,X72224,X74437,Z36039					852468						IPR007716,IPR007717,IPR016563,IPR029071,IPR037518	sce:YBR170C		PF05020,PF05021	R-SCE-110320,R-SCE-8951664,R-SCE-9755511	NP_009729.1							
P33760	sce:YNL329C	3.6.4.7	CPX-1901	BK006947,L20789,X83226,Z46259,Z71605					855387						IPR003593,IPR003959,IPR003960,IPR027417,IPR041569,IPR047533,IPR050168,IPR056995	sce:YNL329C		PF00004,PF17862,PF23111,PF23315		NP_014070.1							
P33767	sce:YEL002C	2.4.99.18	CPX-1638,CPX-1639	BK006939,U18530,X61388					856716						IPR005013,IPR055457,IPR055459	sce:YEL002C		PF03345,PF23358	R-SCE-6798695	NP_010914.3							
P33775	sce:YDL095W	2.4.1.109	CPX-3036,CPX-3037	BK006938,L19169,X95644,Z74144					851462						IPR003342,IPR016093,IPR027005,IPR032421,IPR036300	sce:YDL095W		PF02366,PF02815,PF16192		NP_010188.1							
P33891	sce:YGL145W		CPX-1786	BK006941,X72699,X99960,Z72667					852732						IPR007528,IPR042040,IPR042041,IPR042042,IPR042043,IPR042044	sce:YGL145W		PF04437	R-SCE-6811434	NP_116577.1							
P33892	sce:YGL195W		CPX-1808	BK006941,L12467,X91837,Z72717					852680						IPR011989,IPR016024,IPR021133,IPR022716,IPR034085,IPR056809,IPR056810	sce:YGL195W		PF12074,PF23271,PF24916,PF24984,PF24987,PF24993		NP_011320.3							
P33895	sce:YOL069W		CPX-548	AY692955,BK006948,X72225,Z74811					854085						IPR005549,IPR038275	sce:YOL069W		PF03800		NP_014572.1							
P34077	sce:YFR002W		CPX-824	BK006940,D50617,X72923					850552						IPR007231	sce:YFR002W		PF04097	R-SCE-159236,R-SCE-3371453,R-SCE-4085377,R-SCE-4551638,R-SCE-4570464	NP_116657.1							
P34078	sce:YKL143W		CPX-3233	BK006944,Z25464,Z28143					853714						IPR007307	sce:YKL143W		PF04180		NP_012779.1							
P34087	sce:YDR404C		CPX-1891,CPX-2662	BK006938,S59775,U32274					852013						IPR003029,IPR005576,IPR012340,IPR036898,IPR045113	sce:YDR404C		PF00575,PF03876	R-SCE-113418,R-SCE-674695,R-SCE-6781823,R-SCE-6782135,R-SCE-6782210,R-SCE-6796648,R-SCE-6807505,R-SCE-72086,R-SCE-72203,R-SCE-73776,R-SCE-73779,R-SCE-75953,R-SCE-76042,R-SCE-77075,R-SCE-9018519	NP_010692.3							
P34110	sce:YJL154C		CPX-1653	BK006943,S42186,X87371,Z49429					853287						IPR005378,IPR042491	sce:YJL154C		PF03635	R-SCE-3238698	NP_012381.1							
P34111	sce:YAL001C		CPX-1656	BK006935,L22015,M98261					851262						IPR007309,IPR035625,IPR044210,IPR046488,IPR049543	sce:YAL001C		PF04182,PF20222,PF21552	R-SCE-76066	NP_009400.1							
P34160	sce:YMR125W		CPX-1657	BK006946,D10224,L07650,L27744,Z48622,Z49273					855155						IPR003890,IPR015172,IPR015174,IPR016024,IPR027159	sce:YMR125W		PF02854,PF09088,PF09090	R-SCE-113418,R-SCE-159236,R-SCE-674695,R-SCE-72086,R-SCE-72203,R-SCE-77595,R-SCE-975956,R-SCE-975957	NP_013844.2							
P34161	sce:YML027W			AY693100,BK006946,X62392,Z46659					854981						IPR001356,IPR009057,IPR017970,IPR051000	sce:YML027W		PF00046		NP_013685.1							
P34162	sce:YHR041C		CPX-3226	BK006934,S36754,U00062					856437						IPR013921,IPR016532	sce:YHR041C		PF08612		NP_011907.1							
P34163	sce:YKL140W	3.1.1.13		BK006944,Z25464,Z28140					853717						IPR000073,IPR029058	sce:YKL140W		PF00561	R-SCE-192456,R-SCE-6809371	NP_012782.1							
P34164	sce:YGL208W	2.7.11.31	CPX-2800	BK006941,L31592,U33754,Z14128,Z72730					852664						IPR006828,IPR013783,IPR014756,IPR032640,IPR037256,IPR050827	sce:YGL208W		PF04739,PF16561	R-SCE-1632852,R-SCE-163680,R-SCE-200425,R-SCE-380972	NP_011307.1							
P34167	sce:YPR163C			AY693114,BK006949,U25840,X71996					856292						IPR000504,IPR012677,IPR035979	sce:YPR163C			R-SCE-156827,R-SCE-166208,R-SCE-429947,R-SCE-72649,R-SCE-72662,R-SCE-72702	NP_015489.1							
P34216	sce:YBL047C			BK006936,X78214,Z23261,Z35808					852233						IPR000261,IPR002048,IPR009060,IPR011992,IPR015940,IPR018247	sce:YBL047C		PF00627,PF12763	R-SCE-416482,R-SCE-8856825,R-SCE-8856828,R-SCE-9013148,R-SCE-9013406,R-SCE-9013420	NP_009506.1							
P34217	sce:YBL051C			BK006936,Z23261,Z35812					852229						IPR000504,IPR012677,IPR034069,IPR034186,IPR035979,IPR050374	sce:YBL051C		PF00076		NP_009502.1							
P34218	sce:YBL052C		CPX-1810	BK006936,Z23261,Z35814					852228						IPR002717,IPR016181,IPR036388,IPR040706,IPR050603	sce:YBL052C		PF01853,PF17772		NP_009501.1							
P34219	sce:YBL054W			AY692625,BK006936,Z23261,Z35815					852226						IPR001005,IPR009057,IPR017930,IPR050560	sce:YBL054W		PF13921		NP_009499.1							
P34221	sce:YBL056W			AY692754,BK006936,U72346,Z23261,Z35817					852224						IPR000222,IPR001932,IPR015655,IPR036457	sce:YBL056W		PF00481		NP_009497.2							
P34223	sce:YBL058W		CPX-8127	AY557717,BK006936,Z23261,Z35819					852222						IPR001012,IPR012989,IPR029071,IPR036241	sce:YBL058W		PF00789,PF08059,PF14555		NP_009495.1							
P34225	sce:YBL060W			BK006936,Z23261,Z35821					852219						IPR000904,IPR023394,IPR035999,IPR056468	sce:YBL060W		PF01369,PF23633		NP_009493.1							
P34226	sce:YBL061C			BK006936,S65415,Z23261,Z35823					852218						IPR006597,IPR011990,IPR051726	sce:YBL061C		PF08238		NP_009492.1							
P34230	sce:YKL188C	7.6.2.4	CPX-1730	BK006944,U93584,X74151,X76133,Z28188					853647						IPR003439,IPR003593,IPR005283,IPR011527,IPR027417,IPR036640,IPR050835	sce:YKL188C		PF00005,PF06472	R-SCE-1369062,R-SCE-9603798	NP_012733.1							
P34233	sce:YKL185W			BK006944,M88605,X74151,Z28185					853650						IPR000679,IPR013088	sce:YKL185W		PF00320		NP_012736.1							
P34241	sce:YKL014C		CPX-1421	BK006944,X74152,Z28014					853855						IPR021714,IPR032436,IPR039844	sce:YKL014C		PF11707,PF16201		NP_012911.3							
P34243	sce:YKL017C			BK006944,X74152,Z28017					853852						IPR003593,IPR004483,IPR027417,IPR041677,IPR041679,IPR047187,IPR048761,IPR050534	sce:YKL017C		PF13086,PF13087,PF21138		NP_012908.1							
P34244	sce:YKL101W			BK006944,U65921,X71133,Z28101					853760						IPR000719,IPR008271,IPR011009,IPR017441	sce:YKL101W		PF00069		NP_012821.2							
P34247	sce:YKL099C		CPX-1604	BK006944,X71133,Z28099					853762						IPR007144	sce:YKL099C		PF03998	R-SCE-6791226	NP_012823.2							
P34252	sce:YKL108W		CPX-1188	BK006944,X71133,Z28108					853752						IPR021110,IPR040203	sce:YKL108W		PF11719		NP_012814.1							
P34730	sce:YDR099W			BK006938,DQ881448,EF123145,U01883,X84817,Z47746					851676						IPR000308,IPR023409,IPR023410,IPR036815	sce:YDR099W		PF00244	R-SCE-3371453,R-SCE-3371511,R-SCE-5625740,R-SCE-75035	NP_010384.3							
P34756	sce:YFR019W	2.7.1.150	CPX-3088	BK006940,D50617,U01017					850574						IPR000306,IPR002423,IPR002498,IPR011011,IPR013083,IPR017455,IPR027409,IPR027483,IPR027484,IPR044769	sce:YFR019W		PF00118,PF01363,PF01504		NP_116674.2							
P34758	sce:YOR329C			BK006948,U03492,U42227,Z49821,Z75237					854507							sce:YOR329C				NP_014974.3							
P34760	sce:YML028W			BK006946,L14640,Z46659					854980						IPR000866,IPR013766,IPR019479,IPR024706,IPR036249,IPR050217	sce:YML028W		PF00578,PF10417	R-SCE-3299685,R-SCE-5628897,R-SCE-6798695,R-SCE-9818027	NP_013684.1							
P34761	sce:YNL197C			BK006947,U01095,X78898,Z71473					855524						IPR000504,IPR012677,IPR035979	sce:YNL197C		PF00076		NP_014202.1							
P34909	sce:YER068W		CPX-1800	BK006939,L26309,M96736,U18813					856799						IPR000504,IPR000571,IPR001841,IPR003954,IPR012677,IPR013083,IPR034261,IPR035979,IPR039515,IPR039780	sce:YER068W		PF14570		NP_010991.3							
P35056	sce:YDR244W			AY723785,BK006938,L23076,Z49701					851831						IPR011990,IPR019734,IPR024111	sce:YDR244W		PF00515,PF13432	R-SCE-8866654,R-SCE-9033241,R-SCE-9664873	NP_010530.1							
P35169	sce:YJR066W	2.7.1.137	CPX-1715	BK006943,L19540,L47993,X74857,Z49566					853529						IPR000403,IPR003151,IPR003152,IPR009076,IPR011009,IPR011989,IPR014009,IPR016024,IPR018936,IPR024585,IPR026683,IPR036738,IPR036940,IPR050517	sce:YJR066W		PF00454,PF02259,PF02260,PF08771,PF11865,PF23593		NP_012600.1							
P35177	sce:YBR081C		CPX-656,CPX-675	BK006936,L22537,M87651,X76294,Z35950					852373						IPR001487,IPR009072,IPR018359,IPR036427,IPR037782	sce:YBR081C		PF00439		NP_009637.1							
P35179	sce:YDR086C		CPX-1833,CPX-1834,CPX-3055	AY557659,BK006938,X74499,X82086,Z46796,Z74382					851659						IPR001901,IPR008158,IPR023391	sce:YDR086C		PF00584	R-SCE-9609523	NP_010371.1							
P35180	sce:YGR082W		CPX-474	AY557775,BK006941,X75319,X76139,Z72867					852973						IPR002056,IPR023392	sce:YGR082W		PF02064	R-SCE-5205685	NP_011596.1							
P35181	sce:YLR170C		CPX-532,CPX-533	AY692851,BK006945,U17246,X70279,Z30314					850868						IPR000804,IPR011012,IPR016635,IPR022775,IPR044733	sce:YLR170C		PF01217	R-SCE-432720	NP_013271.1							
P35182	sce:YDL006W			BK006938,L14593,Z48008,Z48432,Z74054					851558						IPR000222,IPR001932,IPR015655,IPR036457	sce:YDL006W		PF00481		NP_010278.3							
P35187	sce:YMR190C	3.6.4.12	CPX-1071	BK006946,L07870,U22341,Z47815					855228						IPR001650,IPR002121,IPR002464,IPR004589,IPR010997,IPR011545,IPR014001,IPR018982,IPR022758,IPR027417,IPR032284,IPR036388,IPR044876	sce:YMR190C		PF00270,PF00271,PF09382,PF11408,PF16124		NP_013915.1							
P35189	sce:YPL129W		CPX-1149,CPX-1150,CPX-1642,CPX-1810,CPX-863	BK006949,U13017,U43703,X69394,Z26040					855974						IPR005033,IPR016665,IPR027353,IPR038704,IPR055129	sce:YPL129W		PF03366,PF17035		NP_015196.1							
P35192	sce:YMR021C			AY692934,BK006946,X74551,Z49211					855035						IPR001083,IPR036395,IPR051763	sce:YMR021C		PF00649		NP_013734.1							
P35193	sce:YOL082W			AY693174,BK006948,X75449,X83121,Z74824					854072						IPR024543	sce:YOL082W		PF12744		NP_014559.1							
P35194	sce:YBL004W		CPX-1604	BK006936,Z26494,Z35765					852282						IPR011430,IPR011989,IPR016024,IPR046523,IPR052575	sce:YBL004W		PF07539,PF20416,PF23099	R-SCE-6791226	NP_009551.2							
P35196	sce:YBR002C	2.5.1.87	CPX-162	AB013497,BK006936,Z26494,Z35871					852287						IPR001441,IPR018520,IPR036424	sce:YBR002C		PF01255	R-SCE-446199	NP_009556.1							
P35197	sce:YDL226C			BK006938,L24125,Z74274					851372						IPR001164,IPR037278,IPR038508	sce:YDL226C		PF01412	R-SCE-6807878,R-SCE-6811434	NP_010055.1							
P35201	sce:YKL089W		CPX-2533	BK006944,Z18294,Z28089					853773						IPR014710,IPR025974,IPR028386,IPR028929	sce:YKL089W		PF11699,PF15624		NP_012834.1							
P35203	sce:YMR094W		CPX-1898	BK006946,L10063,Z49259,Z49807					855119						IPR032675	sce:YMR094W				NP_013812.1							
P35206	sce:YBR036C		CPX-1739,CPX-1740	BK006936,D28120,L24113,X17441,X76078,Z35905					852324						IPR018247,IPR031581	sce:YBR036C		PF16965		NP_009592.1							
P35207	sce:YLR398C		CPX-1040	BK006945,L13469,U19729,Z18944					851114						IPR001650,IPR011545,IPR012961,IPR014001,IPR016438,IPR027417,IPR040801,IPR048392,IPR048727,IPR050699	sce:YLR398C		PF00270,PF00271,PF08148,PF17911,PF21408,PF21409	R-SCE-429958	NP_013502.3							
P35208	sce:YJL127C			BK006943,L24435,X65186,Z49402					853315						IPR000182,IPR015416,IPR016181,IPR052742	sce:YJL127C		PF00583,PF09337		NP_012408.1							
P35688	sce:YDL240W			BK006938,X78453,Z74288					851358						IPR000198,IPR001781,IPR008936	sce:YDL240W		PF00412,PF00620		NP_010041.2							
P35691	sce:YKL056C			BK006944,X75781,Z28056					853809						IPR011057,IPR011323,IPR018103,IPR018105,IPR034737	sce:YKL056C		PF00838		NP_012867.1							
P35718	sce:YKL144C		CPX-2660	BK006944,U11048,Z25464,Z28144					853713						IPR004519,IPR005576,IPR012340,IPR013238,IPR036898,IPR045113	sce:YKL144C		PF03876,PF08292	R-SCE-76066	NP_012778.1							
P35728	sce:YKL059C		CPX-1053	BK006944,X75781,Z28059					853806						IPR001878,IPR013083,IPR014891,IPR033489,IPR036875	sce:YKL059C		PF08783	R-SCE-983168	NP_012864.1							
P35729	sce:YKL057C		CPX-824	BK006944,X75781,Z28057					853808						IPR021717,IPR055090	sce:YKL057C		PF11715,PF22114	R-SCE-159236,R-SCE-3371453,R-SCE-4085377,R-SCE-4551638,R-SCE-4570464	NP_012866.1							
P35732	sce:YKL054C		CPX-1189	BK006944,X75781,Z28054					853811						IPR003892,IPR041803	sce:YKL054C				NP_012869.1							
P35734	sce:YKL052C		CPX-1041	AY692840,BK000645,BK006944,X75781,Z28052					853814						IPR013964	sce:YKL052C		PF08655		NP_012872.2							
P35817	sce:YLR399C		CPX-2122	BK006945,L13469,U18116,U19729,Z18944					851115						IPR001487,IPR018359,IPR027353,IPR036427,IPR038336,IPR050935	sce:YLR399C		PF00439,PF17035		NP_013503.1							
P35843	sce:YOR237W			BK006948,U03914,Z75145					854412						IPR000648,IPR018494,IPR037239	sce:YOR237W		PF01237	R-SCE-1482801,R-SCE-192105	NP_014880.3							
P35844	sce:YPL145C			AY558047,BK006949,U03913,U43703,X96770,Z73501					855958						IPR000648,IPR018494,IPR037239	sce:YPL145C		PF01237	R-SCE-1482801,R-SCE-192105	NP_015180.1							
P35845	sce:YAR042W			AY241177,AY260892,BK006935,L28920,X74552					851286						IPR000648,IPR001849,IPR002110,IPR011993,IPR018494,IPR036770,IPR037239	sce:YAR042W		PF00023,PF00169,PF01237,PF13637	R-SCE-192105	NP_009421.3							
P35997	sce:YKL156W		CPX-1599	BK006944,Z26877,Z28155,Z28156					853700						IPR000592,IPR011332,IPR023407	sce:YKL156W		PF01667	R-SCE-156827,R-SCE-1799339,R-SCE-72649,R-SCE-72689,R-SCE-72695,R-SCE-72702,R-SCE-72706,R-SCE-975956,R-SCE-975957	NP_012766.1							
P35999	sce:YKL134C			BK006944,U10243,Z28134					853724						IPR001567,IPR024077,IPR024079,IPR033851,IPR045090	sce:YKL134C		PF01432		NP_012788.2							
P36000	sce:YKL135C		CPX-532,CPX-533	BK006944,Z28135,Z30212					853723						IPR002553,IPR011989,IPR016024,IPR016342,IPR026739	sce:YKL135C		PF01602	R-SCE-432720,R-SCE-437239,R-SCE-8856825,R-SCE-8856828,R-SCE-8866427,R-SCE-8964038	NP_012787.1							
P36002	sce:YKL198C	2.7.11.1		BK006944,D63815,Z28198					853635						IPR000719,IPR008271,IPR011009	sce:YKL198C		PF00069		NP_012723.3							
P36003	sce:YKL171W			BK006944,Z26878,Z28171					853683						IPR000719,IPR008271,IPR011009,IPR016241,IPR017441,IPR050205	sce:YKL171W		PF00069		NP_012750.1							
P36004	sce:YKL168C			BK006944,Z26878,Z28168					853686						IPR000719,IPR008271,IPR011009	sce:YKL168C		PF00069		NP_012753.2							
P36005	sce:YKL161C			BK006944,Z26877,Z28161					853696						IPR000719,IPR008271,IPR011009,IPR017441,IPR050117	sce:YKL161C		PF00069		NP_012761.1							
P36006	sce:YKL129C		CPX-1500	BK006944,S76960,Z28129					853729						IPR001452,IPR001609,IPR010926,IPR027417,IPR035535,IPR036028,IPR036072,IPR036961	sce:YKL129C		PF00018,PF00063,PF06017		NP_012793.2							
P36007	sce:YKL218C			BK006944,X75951,Z28218					853662						IPR000634,IPR001926,IPR036052	sce:YKL218C		PF00291	R-SCE-977347	NP_012704.1							
