Uniprot_ID	KEGG_Gene_ID	BRENDA	Complex Portal	EMBL	EcoGene	Ensembl_Transcript	Ensembl_Protein	Ensembl_Gene	Entrez Gene	Enzyme Nomenclature	GenBank	HGNC	HGNC Accession number	HomoloGene	InterPro	KEGG Genes	NCBI Protein	Pfam	Reactome	RefSeq	Rfam	Uniprot-TrEMBL	WikiPathways	Wikidata	miRBase Sequence	miRBase mature sequence	pato
Q6XUX1	mmu:213452			AK020880,AK043199,AK050542,AK145449,AY208852,AY429676,BC089380					213452						IPR000719,IPR008271,IPR011009,IPR017441,IPR051302	mmu:213452		PF00069		NP_766104.2							
Q6Y5D8	mmu:78514			AF297029,AF297030,AY179965,AY179966,AY179967					78514						IPR000198,IPR001452,IPR001849,IPR004148,IPR008936,IPR011993,IPR027267,IPR035485,IPR036028,IPR047225,IPR047234	mmu:78514		PF00169,PF00620,PF14604,PF16746	R-MMU-8980692,R-MMU-9013148,R-MMU-9013149	NP_001350346.1,NP_001350347.1,NP_001350348.1,NP_084389.2,XP_006531558.1,XP_006531561.1,XP_006531563.1,XP_017168506.1,XP_036010275.1							
Q6Y685	mmu:320165			AY177412,AY177413,BC125389,BC145709					320165						IPR007707,IPR039915	mmu:320165		PF05010		NP_796063.3,NP_955355.1							
Q6Y7W8	mmu:227331			AK122337,AK144058,AY176043,BC027137,BC030845,BC082811,BC089036					227331						IPR003169,IPR035445,IPR051640	mmu:227331		PF02213		NP_001103682.1,NP_666224.3,XP_006529527.1,XP_006529528.1							
Q6YGZ1	mmu:15442	3.2.1.166	CPX-363	AF359507,AK040471,AK154628,AY077467,AY151051,BC138782,BC138784					15442						IPR005199,IPR017853	mmu:15442		PF03662	R-MMU-2024096,R-MMU-6798695	NP_690016.1							
Q6ZPE2	mmu:77980			AC160538,AK076039,AK129485,BC029156,BC098209,BC157935,BC158013,BC172094					77980						IPR001194,IPR001849,IPR004182,IPR005112,IPR005113,IPR010569,IPR011993,IPR022096,IPR029021,IPR030564,IPR037516,IPR043153	mmu:77980		PF00169,PF02141,PF02893,PF03456,PF06602,PF12335	R-MMU-1483248,R-MMU-8876198	NP_001074499.2,NP_001164032.1							
Q6ZPF3	mmu:24001			AB022915,AF121102,AK129474,AK158137,AK161947,BC067048,BC079600					24001						IPR000219,IPR001331,IPR001478,IPR001849,IPR003116,IPR011993,IPR035899,IPR036034,IPR040655,IPR043537,IPR055230	mmu:24001		PF00169,PF00595,PF00621,PF18385,PF23014	R-MMU-193648,R-MMU-416482,R-MMU-9013149	NP_001116470.1,NP_001273686.1,NP_001273687.1,NP_036008.2,XP_006523288.1,XP_006523289.1,XP_006523296.1,XP_030105627.1,XP_036016479.1							
Q6ZPF4	mmu:22379			AK129473,AK155331,AK170744,BC131961					22379						IPR010472,IPR010473,IPR011989,IPR014768,IPR015425,IPR016024,IPR042201,IPR043592	mmu:22379		PF02181,PF06367,PF06371	R-MMU-5663220,R-MMU-8980692,R-MMU-9013106	NP_001297551.1,NP_001297552.1,NP_035841.1							
Q6ZPI0	mmu:269424		CPX-794,CPX-797	AK049332,AK129445,AK147466,BC020316,BC026471,BN000281,BN000282					269424						IPR001965,IPR011011,IPR013083,IPR019542,IPR019786,IPR019787,IPR034732,IPR039546,IPR050701	mmu:269424		PF10513,PF13831,PF13832	R-MMU-3214847	NP_001123656.1,NP_001123657.1,NP_001123658.1,NP_758507.3,XP_030108490.1,XP_030108491.1							
Q6ZPI3	mmu:212391			AB076079,AK041090,AK041621,AK129442,AK155007,BC050068,BC090652					212391						IPR007889,IPR009057	mmu:212391		PF05225		NP_742166.1,XP_006526912.1,XP_006526913.1							
Q6ZPJ3	mmu:217342	2.3.2.25		AK045398,AK129431,AL607039,AL645851,BC059193,U20780					217342						IPR000608,IPR016135	mmu:217342		PF00179,PF23043,PF23044,PF23046,PF23048	R-MMU-983168	NP_776116.2							
Q6ZPK0	mmu:192285			AB105178,AK037174,AK129424,AL691462,AL731709,AL732484,AY206982,BC019181					192285						IPR001965,IPR011011,IPR013083,IPR019786,IPR019787	mmu:192285		PF00628	R-MMU-3214815,R-MMU-983231	NP_001103161.1,NP_620094.2,XP_006499043.1,XP_017172037.1							
Q6ZPR4	mmu:227632			AK086119,AK129355,BC141190,BC171963,FJ628361					227632						IPR003148,IPR003929,IPR013099,IPR047871	mmu:227632		PF03493,PF07885,PF22614		NP_001138875.1,NP_001289280.1,NP_780671.2							
Q6ZPR5	mmu:77626			AK019466,AK031029,AK031685,AK035892,AK129354,AK164234,AK164456,BC026767					77626						IPR024129	mmu:77626		PF14724	R-MMU-9840310	NP_001158081.1,NP_001158082.1,NP_001158083.1,NP_001390351.1,NP_084221.2,XP_006522785.1,XP_036016072.1							
Q6ZPS2	NA	6.3.2.11		AC109138,AK129347,BC019736,BC023699					107239						IPR011761,IPR031046,IPR041472			PF15632,PF18130	R-MMU-70921	NP_001390976.1,XP_006531682.1,XP_017173530.1,XP_036017272.1							
Q6ZPV2	mmu:68142		CPX-878	AK040612,AK129317,AL844862,BC059235					68142						IPR000330,IPR001650,IPR014001,IPR020838,IPR027417,IPR031047,IPR038718,IPR049730,IPR050520	mmu:68142		PF00176,PF00271,PF13892	R-MMU-5689603,R-MMU-5696394	NP_080850.2,XP_036018407.1							
Q6ZPY2	mmu:229512			AK129286,BC024683,BC100408					229512						IPR002716,IPR011990,IPR018834,IPR019458,IPR045153	mmu:229512		PF10373,PF10374,PF13638	R-MMU-975957	NP_839977.2							
Q6ZPY7	mmu:277250	1.14.11.65,1.14.11.66		AK018027,AK033343,AK129281,BC031981,BC038376,BC060727,BC108415,BC151084,GL456180					277250						IPR003347,IPR045109,IPR054294,IPR054503,IPR054504	mmu:277250		PF02373,PF22987,PF22988,PF22989	R-MMU-3214842	NP_001074725.1							
Q6ZPZ3	mmu:330474			AC148972,AK129275					330474						IPR000571,IPR036855,IPR041367,IPR045124,IPR054361	mmu:330474		PF00642,PF18044,PF22623		NP_001414239.1,NP_001414240.1,NP_941033.2,XP_006540165.1,XP_006540169.1,XP_006540170.1,XP_006540171.1,XP_017177799.1							
Q6ZQ08	mmu:234594			AC113951,AC127300,AK031357,AK034776,AK048177,AK129258,AK143651,BC018281,BC158073					234594						IPR007196,IPR024557,IPR032191,IPR032193,IPR032194,IPR038535,IPR040398,IPR055104,IPR055454	mmu:234594		PF04054,PF12842,PF16415,PF16417,PF16418,PF22940,PF23590	R-MMU-429947,R-MMU-6804115	NP_001359282.1,NP_835179.1,XP_006530937.1,XP_036009857.1							
Q6ZQ11	mmu:269941	2.4.1.175,2.4.1.226		AK129255					269941						IPR008428,IPR029044,IPR051227	mmu:269941		PF05679	R-MMU-2022870	NP_001074632.1							
Q6ZQ29	mmu:381921			AK129235,BC052933,BC085152					381921						IPR000719,IPR008271,IPR011009,IPR017441,IPR051234	mmu:381921		PF00069		NP_001157246.1,NP_001157247.1,XP_030098581.1							
Q6ZQ58	mmu:73158			AK129202,AL672182,BC053449					73158						IPR006607,IPR006630,IPR036388,IPR036390,IPR045180	mmu:73158		PF05383,PF21071		NP_082727.1							
Q6ZQ88	mmu:99982	1.14.11.65,1.14.99.66		AK129170,AL671173,BC019417,BC059885					99982						IPR002937,IPR007526,IPR009057,IPR017366,IPR036188,IPR036388,IPR050281	mmu:99982		PF01593,PF04433	R-MMU-3214815,R-MMU-3214842,R-MMU-9018519,R-MMU-983231	NP_598633.2							
Q6ZQ89	mmu:223455			AK042980,AK089827,AK129169,BC037454,BC048816,BC059190					223455						IPR011016,IPR013083,IPR056521	mmu:223455		PF12906,PF23113		NP_766194.2							
Q6ZQB6	mmu:227399	2.7.4.21,2.7.4.24		AC099860,AC162298,AK129140,AK138622,AK166095,BC053396					227399						IPR000560,IPR029033,IPR033379,IPR037446,IPR040557	mmu:227399		PF00328,PF18086	R-MMU-1855167	NP_001392398.1,NP_776121.4							
Q6ZQE4	mmu:210035			AK129110					210035						IPR019358	mmu:210035		PF10225		NP_001106682.1							
Q6ZQF0	mmu:235559		CPX-4721	AK084654,AK085031,AK129104,BC006707,BC007170,BC026608,BC049797,BC062111					235559						IPR001357,IPR036420,IPR044737,IPR049542,IPR049936	mmu:235559		PF00533,PF12738,PF21298,PF23294	R-MMU-5685938,R-MMU-5693607,R-MMU-6804756,R-MMU-69473	NP_795953.2,XP_006511770.1							
Q6ZQF7	mmu:76901		CPX-795,CPX-798	AK129097,AK147453,BC117856,BC117857,BN000285					76901						IPR001965,IPR011011,IPR013083,IPR019542,IPR019786,IPR019787,IPR034732,IPR039548,IPR039549,IPR050701	mmu:76901		PF10513,PF13831,PF13832	R-MMU-3214847	NP_955003.2,XP_006534532.1,XP_006534533.1,XP_011247611.1,XP_017170321.1,XP_036012980.1,XP_036012981.1							
Q6ZQJ5	mmu:327762			AK028381,AK129051,BC025182,BC115716					327762						IPR011604,IPR014808,IPR026851,IPR027417,IPR041677,IPR041679,IPR045055,IPR047187,IPR048459	mmu:327762		PF08696,PF13086,PF13087,PF21123	R-MMU-174437,R-MMU-5685938,R-MMU-5685942,R-MMU-5693568,R-MMU-5693579,R-MMU-5693607,R-MMU-5693616,R-MMU-6804756,R-MMU-69166,R-MMU-69473	NP_796346.2,XP_036011717.1							
Q6ZQK0	mmu:78658		CPX-986	AC156163,AK019297,AK129046,CT025660					78658						IPR011989,IPR012371,IPR016024,IPR026971,IPR032682	mmu:78658		PF12717	R-MMU-2299718	NP_835214.2							
Q6ZQK5	mmu:78618			AK020591,AK129041,AK147319,BC046455					78618						IPR001164,IPR001849,IPR002110,IPR004148,IPR011993,IPR027267,IPR036770,IPR037278,IPR038508,IPR045258	mmu:78618		PF00169,PF01412,PF12796,PF16746		NP_084414.1							
Q6ZQL4	mmu:72515			AK129031,AK152321					72515						IPR001680,IPR007148,IPR015943,IPR036322,IPR052414	mmu:72515		PF00400,PF04003	R-MMU-6791226	NP_783570.1							
Q6ZQM0	mmu:67338			AF434814,AK007189,AK015806,AK028095,AK128983,AL645594					67338						IPR001841,IPR011011,IPR013083,IPR036361,IPR049320,IPR049322,IPR051728,IPR055111	mmu:67338		PF13920,PF21272,PF22968,PF23632	R-MMU-6804757	NP_001007466.1,NP_001158042.1,NP_080373.1,XP_006534051.1,XP_006534052.1,XP_030102107.1,XP_036012800.1,XP_036012801.1							
Q6ZWN5	mmu:76846		CPX-5261	AK050591,AK081889,AK150800,AK150988,AK151029,AK151621,BC031746					76846						IPR001912,IPR002942,IPR005710,IPR018079,IPR022801,IPR036986	mmu:76846		PF00163,PF01479	R-MMU-156827,R-MMU-1799339,R-MMU-6791226,R-MMU-72649,R-MMU-72689,R-MMU-72695,R-MMU-72702,R-MMU-72706,R-MMU-975956,R-MMU-975957	NP_001405988.1,NP_001405989.1,NP_084043.1							
Q6ZWQ0	mmu:319565			AC115714,AC159897,AC164121,AC166991,AK052521,BC082586					319565						IPR001589,IPR001715,IPR002017,IPR012315,IPR018159,IPR036872,IPR056887,IPR057057	mmu:319565		PF00307,PF00435,PF10541,PF25034,PF25035		NP_001005510.2							
Q6ZWR4	mmu:72930			AF512670,AF536771,AK013600,AK018119,AK039592,AK148956,BC026686,BC088979,CH466528					72930						IPR000009,IPR001680,IPR015943,IPR018067,IPR036322	mmu:72930				NP_001390894.1,NP_081807.1,NP_082668.1,XP_036017185.1							
Q6ZWR6	mmu:64009			AC156392,AC156393,AC157020,AC159748,AC161829,AC162381,AC162385,AF281869,AF281870,AF535143,AK036828					64009						IPR001589,IPR001715,IPR002017,IPR012315,IPR018159,IPR036872,IPR047290,IPR047291,IPR056887,IPR057057	mmu:64009		PF00307,PF00435,PF10541,PF25034,PF25035		NP_001073154.1,NP_071310.2,NP_700448.2,XP_036011830.1							
Q6ZWS8	mmu:20747			AB071989,AK028201,AK030746,AK159482,AK166581,AL662875,AY538613,BC043131,BC045205					20747						IPR000210,IPR002083,IPR008974,IPR011333,IPR034089,IPR056423	mmu:20747		PF00651,PF22486,PF24570	R-MMU-5632684	NP_001346036.1,NP_079563.2,XP_006532755.1							
Q6ZWU9	mmu:57294		CPX-5261	AK014294,AK088320,AK166551,BC048352,BC055693					100043813,57294						IPR000592,IPR011332,IPR023407	mmu:100043813,mmu:57294		PF01667	R-MMU-141444,R-MMU-156827,R-MMU-1799339,R-MMU-2467813,R-MMU-2500257,R-MMU-5663220,R-MMU-6791226,R-MMU-68877,R-MMU-72649,R-MMU-72689,R-MMU-72695,R-MMU-72702,R-MMU-72706,R-MMU-9648025,R-MMU-975956,R-MMU-975957	NP_001177187.1,NP_081291.1							
Q6ZWV3	mmu:110954		CPX-5262,CPX-7663	AK011022,AK012561,AK014054,AK088777,AK144831,AK146217,AK151416,AK151655,AK151736,AK152123,AK152854,AK153345,AK160618,AK166610,AK167239,AK167966,AK168854,BC024901,BC048872,BC082293,BC083327,BC086917,BC092383,BC098204,BC099437,CH466519,CH466650,M93980,X75312					110954						IPR001197,IPR016180,IPR018255,IPR036920,IPR047873	mmu:110954		PF00252	R-MMU-156827,R-MMU-1799339,R-MMU-6791226,R-MMU-72689,R-MMU-72706,R-MMU-975956,R-MMU-975957	NP_443067.1							
Q6ZWV7	mmu:66489		CPX-5262,CPX-7662,CPX-7663	AK010639,AK012335,AK151707,AK169650,AL844588,BC094634,BC125652,BC125656					66489						IPR001854,IPR018254,IPR036049,IPR045059	mmu:66489		PF00831	R-MMU-156827,R-MMU-1799339,R-MMU-6791226,R-MMU-72689,R-MMU-72706,R-MMU-975956,R-MMU-975957	NP_079868.1							
Q6ZWX6	mmu:13665			AK010592,AK143499,AK167763,BC005463,BC016448,BC016497					13665						IPR003029,IPR011488,IPR012340,IPR024054,IPR024055,IPR044126	mmu:13665		PF00575,PF07541	R-MMU-156827,R-MMU-381042,R-MMU-382556,R-MMU-72649,R-MMU-72695,R-MMU-72702,R-MMU-72706,R-MMU-72731,R-MMU-9840373	NP_080390.1							
Q6ZWY9	mmu:68024			AK005407,AK011516,AK030546,AK049948,AL592149,AY158934,AY158936,AY158937,BC019673,BC060304,BC069889					319179,319181,68024						IPR000558,IPR007125,IPR009072,IPR055333	mmu:319179,mmu:319181,mmu:68024		PF00125	R-MMU-110330,R-MMU-110331,R-MMU-212300,R-MMU-2299718,R-MMU-2559586,R-MMU-3214815,R-MMU-3214847,R-MMU-5693565,R-MMU-5693571,R-MMU-5693607,R-MMU-606279,R-MMU-69473,R-MMU-8866654,R-MMU-8936459,R-MMU-9018519,R-MMU-9670095,R-MMU-9841922,R-MMU-9843940	NP_001171124.1,NP_001277309.1,NP_001277459.1,NP_075911.2,NP_835501.1,NP_835503.1							
Q704Y3	mmu:193034			AB180097,AJ620495,AL663116,AY445519,AY452083,AY452084					193034						IPR002110,IPR005821,IPR008347,IPR024862,IPR036770	mmu:193034		PF00023,PF00520,PF12796	R-MMU-3295583	NP_001001445.1							
Q70FJ1	mmu:100986			AJ582913,AK122374,AK168404					100986						IPR019528,IPR028745	mmu:100986		PF10495	R-MMU-2565942,R-MMU-380259,R-MMU-380270,R-MMU-380284,R-MMU-380320,R-MMU-5576890,R-MMU-5576893,R-MMU-5620912,R-MMU-8854518	NP_919444.2							
Q70IV5	mmu:233335			AC158296,AJ579700,AJ579701,AJ579702,AK143019,AK172937					233335						IPR018039,IPR030634,IPR039008	mmu:233335		PF00038		NP_899135.3,NP_964001.2,NP_997546.2							
Q70KF4	NA			AJ245954,AJ250188,AJ511265,AJ575748,AK010194,AK010195											IPR001870,IPR003877,IPR003961,IPR013320,IPR013783,IPR036116,IPR043136,IPR050617			PF00622									
Q70KY4	mmu:329934			AJ571690,AL626767					329934						IPR001766,IPR030456,IPR032067,IPR032068,IPR036388,IPR036390,IPR047410	mmu:329934		PF00250,PF16675,PF16676	R-MMU-198693,R-MMU-9614399,R-MMU-9617828	NP_918949.1							
Q70UZ7	mmu:240675			AJ536329,AK133486,AK145058,BC115868,BC116636					240675						IPR000742,IPR001881,IPR002035,IPR013032,IPR036465,IPR050525	mmu:240675		PF00008,PF00092,PF12661		NP_766428.2							
Q715T0	mmu:73412			AF548543,BC052356					73412						IPR013766,IPR017937,IPR034907,IPR036249,IPR036850,IPR051766	mmu:73412		PF00085,PF00334		NP_001161381.1,NP_853622.2							
Q71FD5	mmu:387524			AF513708					387524						IPR001841,IPR013083,IPR051878	mmu:387524		PF13639	R-MMU-983168	NP_954594.1							
Q71KT5	mmu:73166	1.3.1.70		AF480070,AK155475,CH466612,EU672836					73166						IPR001171,IPR018083	mmu:73166		PF01222	R-MMU-191273	NP_082730.2							
Q71KU9	mmu:234199			AF478470,BC021946					234199						IPR002181,IPR014716,IPR020837,IPR036056,IPR037579	mmu:234199		PF00147		NP_663569.2,XP_011240489.1							
Q71M36	mmu:29873			AC159372,AC160104,AF133700,AF461090,AF461091,AF461092,AK053891,BC055736					29873						IPR009505,IPR010555	mmu:29873		PF06566,PF06567	R-MMU-1971475,R-MMU-2022870,R-MMU-2022923,R-MMU-2024101	NP_001159745.1,NP_038912.3							
Q71RI9	mmu:229905	2.6.1.15,2.6.1.7,4.4.1.13		AF363737,AK049569,AK145623,BC131942,BC132615					229905						IPR004839,IPR015421,IPR015422,IPR015424,IPR051326	mmu:229905		PF00155		NP_001280489.1,NP_776124.1,XP_006501494.1,XP_011238416.1							
Q75N73	mmu:213053			AB177995,AC025669,AK122197,BC021530					213053						IPR003689,IPR050799	mmu:213053		PF02535	R-MMU-442380	NP_001128623.1,NP_001128624.1,NP_659057.2,XP_006518851.1,XP_006518852.1,XP_030103573.1							
Q75NR7	mmu:79456	3.6.4.12		AB039882,AB042529,AB175741					79456						IPR001650,IPR001878,IPR004589,IPR011545,IPR014001,IPR021110,IPR027417,IPR036875	mmu:79456		PF00098,PF00270,PF00271,PF11719		NP_478121.2							
Q75UR0	mmu:233246			AB125740,AB206762,AK034197,BC109163					233246						IPR007632,IPR032394,IPR049452	mmu:233246		PF04547,PF16178	R-MMU-2672351	NP_001258808.1,NP_808362.2							
Q765H6	mmu:268510			AB116028,AB119127,AK049266,AL627205,AL663089,BC094604					268510						IPR026116,IPR052105	mmu:268510		PF15024		NP_766536.2							
Q768S4	mmu:380714			AB112925,AB158403,AK018335,AL669897,AL731710,BC127960					380714						IPR010911,IPR011011,IPR013083,IPR017455,IPR041282,IPR041857,IPR043566	mmu:380714		PF02318		NP_001278088.1,NP_083824.1,XP_006533700.1,XP_006533701.1,XP_006533702.1,XP_006533703.1,XP_006533704.1,XP_006533705.1,XP_011247403.1,XP_011247404.1							
Q769J6	mmu:279028	3.4.24.87		AB071302,AB095445,AB112362,AL773563,AL845266					279028						IPR000884,IPR001590,IPR006586,IPR010294,IPR013273,IPR024079,IPR035914,IPR036383,IPR041645,IPR045371,IPR050439	mmu:279028		PF00090,PF01421,PF05986,PF17771,PF19030,PF19236	R-MMU-5173214,R-MMU-75892	NP_001001322.1,NP_001277392.1							
Q76HL1	mmu:272643			AB100999,AC139378					272643						IPR001254,IPR001314,IPR009003,IPR018114,IPR043504	mmu:272643		PF00089		NP_955765.1							
Q76I79	mmu:231637			AB099287,AK155557,AK170212,AK171556,AK173144,BC046529					231637						IPR000340,IPR000387,IPR014876,IPR016130,IPR020422,IPR027233,IPR029021,IPR043587,IPR043588	mmu:231637		PF00782,PF08766,PF23040		NP_001350398.1,NP_932777.2							
Q76JU9	mmu:233081			AB095745,AF539809,BC132014,BC138099					233081						IPR000276,IPR013312,IPR013313,IPR017452	mmu:233081		PF00001	R-MMU-381771,R-MMU-400511,R-MMU-416476,R-MMU-434316,R-MMU-444209	NP_918946.2							
Q76K27	mmu:240119			AB095093,AK082566,AK129462,BC125586,CT009635					240119						IPR001675,IPR011330,IPR038578	mmu:240119		PF00777	R-MMU-4085001	NP_001334332.1,NP_766417.1,XP_006524330.1,XP_006524331.1,XP_006524332.1,XP_030105661.1,XP_030105662.1,XP_036016499.1							
Q76KF0	mmu:214968			AB091532,AB091533,AB091534,AB091535,AB091536,AK122515,AL935323,BC060680					214968						IPR001627,IPR002165,IPR015943,IPR027231,IPR036352	mmu:214968		PF01403,PF01437	R-MMU-416700	NP_001277926.1,NP_001277929.1,NP_766125.2,NP_954708.1,NP_954709.1,NP_954710.1,NP_954711.1,XP_011237729.1,XP_017172490.1,XP_017172501.1,XP_017172508.1,XP_017172510.1,XP_030105203.1,XP_030105205.1,XP_030105221.1,XP_030105228.1,XP_030105229.1,XP_030105231.1,XP_030105232.1,XP_030105233.1,XP_036016184.1,XP_036016208.1,XP_036016218.1,XP_036016219.1,XP_036016222.1							
Q76LL6	mmu:225288			AB078608,AB078609,AB100088,AK220413,BC138046					225288						IPR011989,IPR014767,IPR014768,IPR015425,IPR016024,IPR041387,IPR042201,IPR056771	mmu:225288		PF02181,PF18382,PF24959		NP_001276583.1,NP_001276584.1,NP_780485.2							
Q76LW6	mmu:23863			AB070694,AY387409,BC115659					23863						IPR004133,IPR006207,IPR016860,IPR029034	mmu:23863		PF03045		NP_957679.1							
Q76MZ3	mmu:51792			AB021743,AK054239,AK078135,BC006606					51792						IPR000357,IPR011989,IPR016024,IPR021133,IPR051023,IPR054573	mmu:51792		PF02985,PF13646,PF22646	R-MMU-113501,R-MMU-1295596,R-MMU-141444,R-MMU-180024,R-MMU-195253,R-MMU-196299,R-MMU-198753,R-MMU-202670,R-MMU-2467813,R-MMU-2500257,R-MMU-2565942,R-MMU-2995383,R-MMU-380259,R-MMU-380270,R-MMU-380284,R-MMU-380320,R-MMU-389356,R-MMU-389513,R-MMU-432142,R-MMU-4641262,R-MMU-5620912,R-MMU-5663220,R-MMU-5673000,R-MMU-5675221,R-MMU-6804757,R-MMU-6811558,R-MMU-68877,R-MMU-69231,R-MMU-69273,R-MMU-8854518,R-MMU-9648025,R-MMU-975957,R-MMU-9833482,R-MMU-9860927	NP_058587.1							
Q78DX7	mmu:19886			U15443,X81650					19886						IPR000033,IPR000719,IPR001245,IPR003961,IPR008266,IPR011009,IPR011042,IPR013783,IPR017441,IPR020635,IPR036116,IPR050122	mmu:19886		PF00041,PF07714		NP_035412.2							
Q78IQ7	mmu:72027			AB052762,AK146977,AK147107,BC023498					72027						IPR003689,IPR041137,IPR049406,IPR050799	mmu:72027		PF02535,PF18292,PF21116	R-MMU-442380	NP_082340.1							
Q78J03	mmu:76467	1.8.4.12		AL928806,BC021619					76467						IPR002579,IPR011057,IPR028427	mmu:76467		PF01641	R-MMU-5676934	NP_083895.1							
Q78JE5	mmu:71999			BC018273					71999						IPR001810,IPR019494,IPR036047	mmu:71999		PF10442,PF12937	R-MMU-8951664,R-MMU-983168	NP_082325.2,XP_006511522.1							
Q78JT3	mmu:107766			BC012872,BC094021					107766						IPR010329,IPR011051,IPR014710,IPR016700	mmu:107766		PF06052	R-MMU-71240	NP_079601.1,XP_006523526.1,XP_030105301.1							
Q78PY7	mmu:56463			AB021491,AK088028,AK161591,BC007126					56463						IPR002071,IPR002999,IPR016071,IPR016685,IPR035437,IPR047386	mmu:56463		PF00565,PF00567		NP_062750.2							
Q78T81	mmu:98952			AK049032,AK157331,AK157490,AK170536,AK170847,AK170951,AK172536,BC031157					98952						IPR019448,IPR039931	mmu:98952		PF10358		NP_705788.1							
Q78TU8	mmu:268709			AK044219,BC055107,CT025547					268709						IPR009533	mmu:268709		PF06625		NP_001347266.1,NP_001347267.1,NP_001412844.1,NP_001412845.1,NP_001412846.1,NP_899010.1,XP_006518083.1,XP_006518084.1,XP_006518085.1,XP_006518086.1							
Q78Y63	mmu:79455			AF146793,AK005602,AK005814,AK006040,AK132738,AK133140,BC048432					79455						IPR024253,IPR036249,IPR051498	mmu:79455		PF02114		NP_001297566.1,NP_075997.1							
Q78YY6	mmu:66148			AK002598,BC027509					66148						IPR001623,IPR036869	mmu:66148				NP_079660.1							
Q791V5	mmu:56428			AF176009,AK003100,AK008487,AK008712,AK011785,AK011874,AK075890,AK161441,AK164169,BC002152,BC038899,BC038916					56428						IPR018108,IPR023395	mmu:56428		PF00153		NP_001304170.1,NP_001304171.1,NP_001304172.1,NP_001304173.1,NP_062732.1							
Q793I8	mmu:211550			AB062111,AK041891,AK044221,AK149408,AK149864,AK151651,AK166239,BC065775					211550						IPR000253,IPR008984,IPR033621	mmu:211550		PF00498	R-MMU-445989,R-MMU-9645460	NP_001343359.1,NP_660115.1,XP_006501299.1,XP_006501300.1,XP_006501301.1,XP_006501302.1							
Q7JJ13	mmu:14312			AB010246,AB010247,AB010248,AB212273,AF045462,AF100956,AF318183,AK147918,AK158970,AK168525,AK220444,AL009226,D89801					14312						IPR001487,IPR018359,IPR027353,IPR036427,IPR038336,IPR043508,IPR043509,IPR050935	mmu:14312		PF00439,PF17035		NP_001191902.1,NP_001411700.1,NP_001411701.1,NP_034368.2,XP_030105360.1							
Q7M6U3	mmu:83560			AF285584,AK139808,AL596086,AL669902,AY193717,AY193718,BK000966,BK000967,CU406969,CU406988					83560						IPR000719,IPR001245,IPR002110,IPR011009,IPR036770,IPR039339	mmu:83560		PF07714,PF12796		NP_001186222.1,NP_113563.2							
Q7M6Y2	mmu:20666			AB108675,AF009414,AK146514,AK165693,BC062095,BK001484,Z18960					20666						IPR009071,IPR017386,IPR036910,IPR050140	mmu:20666		PF00505		NP_033260.4							
Q7M6Y3	mmu:233489			AK085472,AK162360,AY206701,BC011470,BC021491,BC023843,BC025566,BC027116,BC057683,BK001028					233489						IPR008942,IPR011417,IPR013809,IPR014712,IPR045192	mmu:233489		PF07651	R-MMU-432722,R-MMU-8856825,R-MMU-8856828,R-MMU-9696264	NP_001239449.1,NP_001239450.1,NP_001239451.1,NP_001239452.1,NP_001239453.1,NP_666306.2							
Q7M6Y5	mmu:234964			AC155249,BC096547,BK001332					234964						IPR031470	mmu:234964		PF17045		NP_001360846.1,NP_861537.2,XP_006510222.1,XP_006510223.1,XP_036010753.1							
Q7M6Y6	mmu:223825			AC115877,AC117588,BK001331,KF778378,KF778379					223825						IPR011989,IPR016024,IPR045206,IPR048465,IPR055406,IPR055408,IPR056282	mmu:223825		PF21047,PF23210,PF23221,PF23227		NP_001159538.1,XP_030104374.1							
Q7M6Z0	mmu:269295			AK142743,AY250220,BC132523,BC138154,BK001303					269295						IPR000483,IPR001611,IPR003591,IPR032675,IPR050541	mmu:269295		PF00560,PF13855	R-MMU-163125	NP_954693.1							
Q7M6Z4	mmu:75050			AK032912,BC116646,BK001056					75050						IPR001752,IPR019821,IPR027417,IPR027640,IPR036961	mmu:75050		PF00225	R-MMU-2132295,R-MMU-6811434,R-MMU-983189	NP_780423.2,XP_006517489.1,XP_006517490.1,XP_006517492.1,XP_006517494.1,XP_006517495.1,XP_006517496.1,XP_006517497.1,XP_006517498.1,XP_006517499.1,XP_011242881.1,XP_011242882.1,XP_017171108.1,XP_017171109.1							
Q7M729	mmu:399548			AC122305,AC122504,AY669079,BK001031					399548						IPR000920,IPR003599,IPR007110,IPR013106,IPR013783,IPR036179	mmu:399548		PF07686		NP_001013408.1							
Q7M732	mmu:353326			AC152063,BK001261					353326						IPR021109,IPR032549,IPR032567,IPR041577,IPR043128,IPR043502	mmu:353326		PF16297,PF17919		NP_908998.1,XP_030102657.1							
Q7M750	mmu:226115			BC060980,BK000002					226115						IPR026609	mmu:226115				NP_705740.1							
Q7M753	mmu:74450			AK154080,AL808128,BC106184,BK000014					74450						IPR004567,IPR043129	mmu:74450		PF03630	R-MMU-196783	NP_705721.3							
Q7M759	mmu:226016			AC133649,AK152807,BC032261,BC091733,BN000127					226016						IPR022742,IPR029058	mmu:226016		PF12146	R-MMU-9648002	NP_666208.2,XP_011245530.1							
Q7M760	mmu:360216			AC119806,BN000126					360216						IPR001876,IPR003323,IPR036443,IPR041294,IPR049768,IPR051346	mmu:360216		PF00641,PF02338,PF18418	R-MMU-195253,R-MMU-5689896	NP_997185.1,XP_006508030.1							
