Uniprot_ID	KEGG_Gene_ID
Q96G46	hsa:56931
Q96G61	hsa:55190
Q96G74	hsa:55593
Q96G75	hsa:64777
Q96G79	hsa:113829
Q96G91	hsa:5032
Q96G97	hsa:26580
Q96GA3	hsa:84946
Q96GA7	hsa:113675
Q96GC6	hsa:10782
Q96GC9	hsa:81671
Q96GD0	hsa:57026
Q96GD3	hsa:22955
Q96GD4	hsa:9212
Q96GE4	hsa:90799
Q96GE6	hsa:91860
Q96GF1	hsa:91445
Q96GG9	hsa:54165
Q96GJ1	hsa:79979
Q96GL9	hsa:148753
Q96GM1	hsa:64748
Q96GM5	hsa:6602
Q96GM8	hsa:114034
Q96GN5	hsa:55536
Q96GP6	hsa:91179
Q96GQ5	hsa:64755
Q96GQ7	hsa:55661
Q96GR2	hsa:23205
Q96GR4	hsa:84885
Q96GS4	hsa:54785
Q96GS6	hsa:81926
Q96GV9	hsa:90355
Q96GW7	hsa:63827
Q96GW9	hsa:92935
Q96GX1	hsa:79867
Q96GX5	hsa:84930
Q96GX9	hsa:51074
Q96GY3	hsa:55957
Q96GZ6	hsa:54946
Q96H15	hsa:91937
Q96H20	hsa:11267
Q96H22	hsa:55839
Q96H55	hsa:80179
Q96H72	hsa:91252
Q96H86	hsa:92595
Q96H96	hsa:27235
Q96HA1	hsa:9883
Q96HA7	hsa:4796
Q96HA8	hsa:55093
Q96HA9	hsa:92960
Q96HB5	hsa:90060
Q96HC4	hsa:10611
Q96HD1	hsa:78987
Q96HD9	hsa:91703
Q96HE7	hsa:30001
Q96HE8	hsa:283232
Q96HF1	hsa:6423
Q96HH6	hsa:55266
Q96HH9	hsa:65983
Q96HI0	hsa:205564
Q96HJ3	hsa:91057
Q96HJ5	hsa:932
Q96HN2	hsa:23382
Q96HP0	hsa:57572
Q96HP8	hsa:55365
Q96HR3	hsa:90390
Q96HR8	hsa:92345
Q96HR9	hsa:92840
Q96HS1	hsa:192111
Q96HT8	hsa:114932
Q96HU1	hsa:27352
Q96HU8	hsa:54769
Q96HW7	hsa:92105
Q96HY6	hsa:65992
Q96HY7	hsa:55526
Q96HZ4	hsa:55502
Q96I15	hsa:51540
Q96I23	hsa:100996939
Q96I24	hsa:8939
Q96I25	hsa:84991
Q96I34	hsa:84988
Q96I51	hsa:81554
Q96I59	hsa:79731
Q96I76	hsa:63906
Q96I99	hsa:8801
Q96IF1	hsa:84962
Q96II8	hsa:84859
Q96IJ6	hsa:29926
Q96IK1	hsa:91272
Q96IK5	hsa:64395
Q96IL0	hsa:84334
Q96IP4	hsa:55603
Q96IQ9	hsa:84330
Q96IR7	hsa:84842
Q96IS3	hsa:84839
Q96IT1	hsa:84838
Q96IU2	hsa:84327
Q96IU4	hsa:84836
Q96IV0	hsa:55768
Q96IV6	hsa:10826
Q96IW7	hsa:26984
Q96IX5	hsa:84833
Q96IY1	hsa:25936
Q96IY4	hsa:1361
Q96IZ0	hsa:5074
Q96IZ2	hsa:84830
Q96IZ5	hsa:55285
Q96IZ6	hsa:339175
Q96IZ7	hsa:51319
Q96J01	hsa:84321
Q96J02	hsa:83737
Q96J42	hsa:79770
Q96J65	hsa:94160
Q96J66	hsa:85320
Q96J84	hsa:55243
Q96J87	hsa:60677
Q96J92	hsa:65266
Q96J94	hsa:9271
Q96JA1	hsa:26018
Q96JA3	hsa:84725
Q96JB1	hsa:1769
Q96JB2	hsa:83548
Q96JB3	hsa:23119
Q96JB5	hsa:80279
Q96JB6	hsa:84171
Q96JB8	hsa:58538
Q96JC1	hsa:23339
Q96JC9	hsa:85403
Q96JD6	hsa:83592
Q96JE7	hsa:89866
Q96JE9	hsa:4135
Q96JF0	hsa:84620
Q96JG6	hsa:55610
Q96JG8	hsa:81557
Q96JG9	NA
Q96JH7	hsa:80124
Q96JH8	hsa:55698
Q96JI7	hsa:80208
Q96JJ3	hsa:63916
Q96JJ6	hsa:84502
Q96JJ7	hsa:54495
Q96JK2	hsa:8816
Q96JK9	hsa:55534
Q96JL9	hsa:84449
Q96JM2	hsa:58499
Q96JM3	hsa:283489
Q96JM7	hsa:84456
Q96JN0	hsa:84458
Q96JN2	hsa:64753
Q96JN8	hsa:84461
Q96JP0	hsa:56929
Q96JP2	hsa:80022
Q96JP5	hsa:80829
Q96JP9	hsa:92211
Q96JQ0	hsa:8642
Q96JQ5	hsa:51338
Q96JS3	hsa:84547
Q96JW4	hsa:84102
Q96JX3	hsa:84947
Q96JY0	hsa:84944
Q96JY6	hsa:64236
Q96JZ2	hsa:84941
Q96K12	hsa:55711
Q96K19	hsa:81790
Q96K21	hsa:84936
Q96K30	hsa:84934
Q96K58	hsa:79759
Q96K76	hsa:55031
Q96K78	hsa:84873
Q96K80	hsa:84872
Q96K83	hsa:25925
Q96KA5	hsa:81037
Q96KB5	hsa:55872
Q96KC8	hsa:64215
Q96KG7	hsa:84466
Q96KG9	hsa:57410
Q96KJ9	hsa:84701
Q96KK3	hsa:3787
Q96KK4	hsa:442194
Q96KK5	hsa:85235
Q96KM6	hsa:57473
Q96KN2	hsa:84735
Q96KN3	NA
Q96KN4	hsa:151354
Q96KN7	hsa:57096
Q96KN8	hsa:117245
Q96KP1	hsa:55770
Q96KP4	hsa:55748
Q96KP6	hsa:79931
Q96KQ4	hsa:23368
Q96KQ7	hsa:10919
Q96KR4	hsa:89782
Q96KR6	hsa:116151
Q96KR7	hsa:116154
Q96KS0	hsa:112398
Q96KV7	hsa:197335
Q96L08	hsa:203328
Q96L12	hsa:125972
Q96L21	hsa:140801
Q96L33	hsa:171177
Q96L34	hsa:57787
Q96L42	hsa:131096
Q96L46	hsa:84290
Q96L50	hsa:122769
Q96L58	hsa:126792
Q96L73	hsa:64324
Q96L91	hsa:57634
Q96L92	hsa:81609
Q96L93	hsa:55614
Q96L96	hsa:57538
Q96LA5	hsa:79368
Q96LA6	hsa:115350
Q96LA8	hsa:55170
Q96LB1	hsa:117194
Q96LB2	hsa:259249
Q96LB3	hsa:80173
Q96LB4	hsa:127124
Q96LB8	hsa:57115
Q96LB9	hsa:114771
Q96LC7	hsa:89790
Q96LC9	hsa:90427
Q96LD4	hsa:91107
Q96LD8	hsa:123228
Q96LI5	hsa:246175
Q96LI6	hsa:86614
Q96LJ7	hsa:115817
Q96LJ8	hsa:127733
Q96LK0	hsa:84984
Q96LL4	hsa:157773
Q96LL9	hsa:84277
Q96LM5	hsa:152940
Q96LM6	hsa:200523
Q96LR2	hsa:541468
Q96LR5	hsa:7325
Q96LR9	hsa:81575
Q96LT4	hsa:142891
Q96LT7	hsa:203228
Q96LT9	hsa:55599
Q96LW2	NA
Q96LW4	hsa:201973
Q96LW7	hsa:84270
Q96LX7	hsa:149483
Q96LX8	hsa:146434
Q96LZ3	hsa:5535
Q96LZ7	hsa:151393
Q96M02	hsa:118611
Q96M11	hsa:219844
Q96M27	hsa:133619
Q96M29	hsa:146279
Q96M32	hsa:122481
Q96M61	hsa:286514
Q96M63	hsa:93233
Q96M86	hsa:144132
Q96M91	hsa:220136
Q96M94	hsa:80311
Q96M96	hsa:121512
Q96M98	hsa:135138
Q96MA6	hsa:158067
Q96MB7	hsa:283254
Q96MC2	hsa:92749
Q96MD2	hsa:144577
Q96MF2	hsa:246329
Q96MF7	hsa:286053
Q96MG2	hsa:126306
Q96MG7	hsa:56160
Q96MG8	hsa:115294
Q96MH2	hsa:124790
Q96MH6	hsa:137695
Q96MI6	hsa:132160
Q96MI9	hsa:123624
Q96MK3	hsa:54757
Q96MM3	hsa:132625
Q96MM7	hsa:90161
Q96MN2	hsa:147945
Q96MN9	hsa:118738
Q96MP8	hsa:154881
Q96MR6	hsa:149465
Q96MS0	hsa:64221
Q96MT3	hsa:144165
Q96MT7	hsa:55779
Q96MT8	hsa:80254
Q96MU7	hsa:91746
Q96MU8	hsa:83999
Q96MV1	hsa:148534
Q96MV8	hsa:158866
Q96MW5	hsa:84342
Q96MX0	hsa:123920
Q96MX3	hsa:197407
Q96MY7	hsa:145483
Q96N16	hsa:152789
Q96N19	hsa:56834
Q96N21	hsa:146705
Q96N58	hsa:147660
Q96N64	hsa:114825
Q96N66	hsa:79143
Q96N67	hsa:85440
Q96N76	hsa:131669
Q96N77	hsa:121274
Q96N87	hsa:348932
Q96N95	hsa:252884
Q96N96	hsa:221178
Q96NA2	hsa:83547
Q96NB1	hsa:123811
Q96NB2	hsa:118980
Q96NB3	hsa:91603
Q96NC0	hsa:153527
Q96NE9	hsa:122786
Q96NG3	hsa:83538
Q96NG5	hsa:148156
Q96NH3	hsa:221322
Q96NI6	hsa:145581
Q96NL6	hsa:132320
Q96NL8	hsa:157657
Q96NM4	hsa:84969
Q96NN9	hsa:150209
Q96NR3	hsa:139411
Q96NR8	hsa:145226
Q96NT0	hsa:84317
Q96NT3	hsa:83606
Q96NT5	hsa:113235
Q96NU1	hsa:148398
Q96NW4	hsa:84079
Q96NW7	NA
Q96NX5	hsa:57172
Q96NY7	hsa:54102
Q96NY8	hsa:81607
Q96NY9	hsa:80198
Q96NZ1	hsa:121643
Q96NZ8	hsa:117166
Q96NZ9	hsa:118471
Q96P09	NA
Q96P11	hsa:55695
Q96P15	hsa:89778
Q96P16	hsa:55197
Q96P20	hsa:114548
Q96P26	hsa:93034
Q96P31	hsa:115352
Q96P44	hsa:81578
Q96P47	hsa:116988
Q96P48	hsa:116985
Q96P53	hsa:115825
Q96P56	hsa:117155
Q96P63	hsa:89777
Q96P65	hsa:84109
Q96P66	hsa:83550
Q96P68	hsa:27199
Q96P70	hsa:55705
Q96P71	hsa:63941
Q96PB1	hsa:64921
Q96PB7	hsa:118427
Q96PC2	hsa:117283
Q96PC3	hsa:130340
Q96PC5	hsa:4253
Q96PD2	hsa:131566
Q96PD4	hsa:112744
Q96PD5	hsa:114770
Q96PD6	hsa:116255
Q96PD7	hsa:84649
Q96PE1	hsa:25960
Q96PE2	hsa:9828
Q96PE3	hsa:3631
Q96PE7	hsa:84693
Q96PF1	hsa:116179
Q96PF2	hsa:23617
Q96PG8	hsa:27113
Q96PH1	hsa:79400
Q96PH6	hsa:117285
Q96PJ5	hsa:83417
Q96PK6	hsa:10432
Q96PL5	hsa:114625
Q96PM5	hsa:25898
Q96PM9	hsa:25946
Q96PN6	hsa:55811
Q96PN7	hsa:55809
Q96PN8	hsa:81629
Q96PP8	hsa:115362
Q96PP9	hsa:115361
Q96PQ0	hsa:57537
Q96PQ1	hsa:89858
Q96PQ6	hsa:57693
Q96PQ7	hsa:51088
Q96PR1	hsa:3747
Q96PS8	hsa:89872
Q96PU4	hsa:115426
Q96PU5	hsa:23327
Q96PU8	hsa:9444
Q96PV0	hsa:8831
Q96PV4	hsa:114824
Q96PV6	hsa:114823
Q96PV7	NA
Q96PX1	hsa:114804
Q96PX8	hsa:114798
Q96PX9	NA
Q96PY5	hsa:114793
Q96PY6	hsa:4750
Q96PZ0	hsa:54517
Q96PZ2	hsa:63901
Q96PZ7	hsa:64478
Q96Q04	NA
Q96Q05	hsa:83696
Q96Q06	NA
Q96Q07	hsa:114781
Q96Q11	hsa:51095
Q96Q15	hsa:23049
Q96Q27	hsa:51676
Q96Q35	hsa:130540
Q96Q40	hsa:65061
Q96Q42	hsa:57679
Q96Q45	hsa:65062
Q96Q77	hsa:117286
Q96Q80	hsa:91319
Q96Q83	hsa:221120
Q96Q89	hsa:9585
Q96Q91	hsa:83697
Q96QA5	hsa:284110
Q96QB1	hsa:10395
Q96QC0	hsa:5514
Q96QD8	hsa:54407
Q96QD9	hsa:84248
Q96QE2	hsa:114134
Q96QE3	hsa:79915
Q96QE5	hsa:79736
Q96QF0	hsa:117177
Q96QF7	hsa:93953
Q96QG7	hsa:66036
Q96QH2	hsa:84106
Q96QI5	hsa:64711
Q96QK1	hsa:55737
Q96QP1	hsa:80216
Q96QR8	hsa:5814
Q96QS3	hsa:170302
Q96QS6	hsa:85481
Q96QT4	hsa:54822
Q96QT6	hsa:57649
Q96QU1	hsa:65217
Q96QU6	hsa:84680
Q96QU8	hsa:23214
Q96QV1	hsa:64399
Q96QV6	hsa:221613
Q96QZ7	hsa:9223
Q96R06	hsa:10615
Q96RD6	hsa:56666
Q96RD7	hsa:24145
Q96RD9	hsa:83416
Q96RE7	hsa:112939
Q96RE9	hsa:91975
Q96RF0	hsa:112574
Q96RG2	hsa:23178
Q96RI0	hsa:9002
Q96RI1	hsa:9971
Q96RI8	hsa:319100
Q96RJ0	hsa:134864
Q96RJ3	hsa:115650
Q96RJ6	hsa:222894
Q96RK0	hsa:23152
Q96RK4	hsa:585
Q96RL1	hsa:51720
Q96RL6	hsa:114132
Q96RL7	hsa:23230
Q96RN1	hsa:116369
Q96RN5	hsa:51586
Q96RP3	hsa:90226
Q96RP7	hsa:79690
Q96RP9	hsa:85476
Q96RQ1	hsa:51290
Q96RQ3	hsa:56922
Q96RQ9	hsa:259307
Q96RR1	hsa:56652
Q96RR4	hsa:10645
Q96RS0	hsa:96764
Q96RS6	hsa:84955
Q96RT1	hsa:55914
Q96RT7	hsa:85378
Q96RT8	hsa:114791
Q96RU2	hsa:57646
Q96RU3	hsa:23048
Q96RU7	hsa:57761
Q96RU8	hsa:10221
Q96RW7	hsa:83872
Q96RY7	hsa:9742
Q96S06	hsa:64788
Q96S15	hsa:84219
Q96S16	hsa:339123
Q96S21	hsa:57799
Q96S37	hsa:116085
Q96S38	hsa:26750
Q96S42	hsa:4838
Q96S44	hsa:112858
Q96S52	hsa:94005
Q96S53	hsa:10420
Q96S55	hsa:56897
Q96S59	hsa:10048
Q96S65	hsa:64651
Q96S66	hsa:23155
Q96S82	hsa:84993
Q96S94	hsa:81669
Q96S97	hsa:91663
Q96S99	hsa:79156
Q96SB3	hsa:84687
Q96SB4	hsa:6732
Q96SB8	hsa:79677
Q96SD1	hsa:64421
Q96SF7	hsa:6913
Q96SI1	hsa:79047
Q96SI9	hsa:55342
Q96SL1	hsa:84925
Q96SL4	hsa:2882
Q96SN7	hsa:80228
Q96SN8	hsa:55755
Q96SQ5	hsa:84914
Q96SQ7	hsa:84913
Q96SQ9	hsa:29785
Q96ST2	hsa:55677
Q96ST3	hsa:25942
Q96ST8	hsa:84902
Q96SU4	hsa:114883
Q96SW2	hsa:51185
Q96SY0	hsa:81556
Q96SZ4	hsa:84891
Q96SZ5	hsa:84890
Q96SZ6	hsa:51654
Q96T21	hsa:79048
Q96T23	hsa:51773
Q96T37	hsa:64783
Q96T49	hsa:26051
Q96T51	hsa:80230
Q96T52	hsa:83943
Q96T53	hsa:619373
Q96T54	hsa:89822
Q96T55	hsa:83795
Q96T58	hsa:23013
Q96T60	hsa:11284
Q96T66	hsa:349565
Q96T68	hsa:83852
Q96T76	hsa:64210
Q96T83	hsa:84679
Q96T88	hsa:29128
Q96T91	hsa:170589
Q96TA1	hsa:64855
Q96TA2	hsa:10730
Q96TC7	hsa:55177
Q99062	hsa:1441
Q99075	hsa:1839
Q99081	hsa:6938
Q99102	hsa:4585
Q99217	hsa:265
Q99250	hsa:6326
Q99259	hsa:2571
Q99417	hsa:26292
Q99418	hsa:9266
Q99424	hsa:8309
Q99426	hsa:1155
Q99435	hsa:4753
Q99436	hsa:5695
Q99437	hsa:533
Q99439	hsa:1265
Q99447	hsa:5833
Q99453	hsa:8929
Q99456	hsa:3859
Q99459	hsa:988
Q99460	hsa:5707
Q99466	hsa:4855
Q99467	hsa:4064
Q99469	hsa:6769
Q99471	hsa:5204
Q99487	hsa:5051
Q99489	hsa:8528
Q99490	hsa:116986
Q99496	hsa:6045
Q99497	hsa:11315
Q99500	hsa:1903
Q99501	hsa:10634
Q99502	hsa:2138
Q99504	hsa:2140
Q99518	hsa:2327
Q99519	hsa:4758
Q99523	hsa:6272
Q99527	hsa:2852
Q99536	hsa:10493
Q99538	hsa:5641
Q99541	hsa:123
Q99542	hsa:4327
Q99543	hsa:27000
Q99547	hsa:10200
Q99549	hsa:54737
Q99550	hsa:10198
Q99551	hsa:7978
Q99558	hsa:9020
Q99567	hsa:4927
Q99569	hsa:8502
Q99570	hsa:30849
Q99571	hsa:5025
Q99572	hsa:5027
Q99574	hsa:5274
Q99575	hsa:10940
Q99576	hsa:1831
Q99578	hsa:6014
Q99581	hsa:54738
Q99583	hsa:4335
Q99584	hsa:6284
Q99590	hsa:9169
Q99592	hsa:10472
Q99593	hsa:6910
Q99594	hsa:7005
Q99595	hsa:10440
Q99598	hsa:7257
Q99607	hsa:2000
Q99608	hsa:4692
Q99611	hsa:22928
Q99612	hsa:1316
Q99613	hsa:8663
Q99615	hsa:7266
Q99616	hsa:6357
Q99619	hsa:84727
Q99622	hsa:113246
Q99623	hsa:11331
Q99624	hsa:10991
Q99626	hsa:1045
Q99627	hsa:10920
Q99633	hsa:8559
Q99638	hsa:5883
Q99640	hsa:9088
Q99643	hsa:6391
Q99645	hsa:1833
Q99650	hsa:9180
Q99653	hsa:11261
Q99661	hsa:11004
Q99665	hsa:3595
Q99674	hsa:10669
Q99675	hsa:10668
Q99677	hsa:2846
Q99683	hsa:4217
Q99684	hsa:2672
Q99685	hsa:11343
Q99687	hsa:56917
Q99689	hsa:9638
Q99697	hsa:5308
Q99698	hsa:1130
Q99700	hsa:6311
Q99704	hsa:1796
Q99705	hsa:2847
Q99706	hsa:3805
Q99707	hsa:4548
Q99708	hsa:5932
Q99712	hsa:3772
Q99714	hsa:3028
Q99715	hsa:1303
Q99717	hsa:4090
Q99719	hsa:5413
Q99720	hsa:10280
Q99726	hsa:7781
Q99728	hsa:580
Q99729	hsa:3182
Q99731	hsa:6363
Q99732	hsa:9516
Q99733	hsa:4676
Q99735	hsa:4258
Q99741	hsa:990
Q99743	hsa:4862
Q99747	hsa:8774
Q99748	hsa:4902
Q99750	hsa:4188
Q99755	hsa:8394
Q99757	hsa:25828
Q99758	hsa:21
Q99759	hsa:4215
Q99766	hsa:27109
Q99767	hsa:321
Q99784	hsa:10439
Q99788	hsa:1240
Q99795	hsa:10223
Q99797	hsa:4285
Q99798	hsa:50
Q99801	hsa:4824
Q99807	hsa:10229
Q99808	hsa:2030
Q99814	hsa:2034
Q99816	hsa:7251
Q99828	hsa:10519
Q99829	hsa:8904
Q99832	hsa:10574
Q99835	hsa:6608
Q99836	hsa:4615
Q99848	hsa:10969
Q99853	hsa:27023
Q99856	hsa:1820
Q99871	NA
Q99873	hsa:3276
Q99877	hsa:8341
Q99878	hsa:8331
Q99879	hsa:8342
Q99880	hsa:8340
Q99884	hsa:6534
Q99895	hsa:11330
Q99909	hsa:10214
Q99928	hsa:2567
Q99929	hsa:430
Q99932	hsa:26206
Q99933	hsa:573
Q99935	hsa:58503
Q99941	hsa:1388
Q99942	hsa:6048
Q99943	hsa:10554
Q99944	hsa:80864
Q99946	hsa:80863
Q99952	hsa:26469
Q99956	hsa:1852
Q99958	hsa:2303
Q99959	hsa:5318
Q99961	hsa:6455
Q99962	hsa:6456
Q99963	hsa:6457
Q99965	hsa:2515
Q99966	hsa:4435
Q99967	hsa:10370
Q99969	hsa:5919
Q99972	hsa:4653
Q99973	hsa:7011
Q99983	hsa:4958
Q99985	hsa:10512
Q99986	hsa:7443
Q99988	hsa:9518
Q99990	hsa:51442
Q99996	hsa:10142
Q99999	hsa:9514
Q9BPU6	hsa:56896
Q9BPU9	hsa:80776
Q9BPV8	hsa:53829
Q9BPW8	hsa:8508
Q9BPW9	hsa:10170
Q9BPX1	hsa:51171
Q9BPX3	hsa:64151
Q9BPX6	hsa:10367
Q9BPY8	hsa:84525
Q9BPZ2	hsa:474343
Q9BPZ3	hsa:51247
Q9BPZ7	hsa:79109
Q9BQ04	hsa:83759
Q9BQ15	hsa:79035
Q9BQ16	hsa:50859
Q9BQ24	hsa:79038
Q9BQ31	hsa:3790
Q9BQ39	hsa:79009
Q9BQ50	hsa:11219
Q9BQ51	hsa:80380
Q9BQ52	hsa:60528
Q9BQ61	hsa:79002
Q9BQ65	hsa:79650
Q9BQ66	hsa:83755
Q9BQ67	hsa:83743
Q9BQ69	hsa:28992
Q9BQ70	hsa:22980
Q9BQ83	hsa:79008
Q9BQ87	hsa:90665
Q9BQ89	hsa:83541
Q9BQ90	hsa:116138
Q9BQ95	hsa:51295
Q9BQA1	hsa:79084
Q9BQA5	hsa:25988
Q9BQA9	hsa:79415
Q9BQB4	hsa:50964
Q9BQB6	hsa:79001
Q9BQC3	hsa:1802
Q9BQD3	hsa:79036
Q9BQD7	hsa:65990
Q9BQE3	hsa:84790
Q9BQE4	hsa:55829
Q9BQE5	hsa:23780
Q9BQE9	hsa:9275
Q9BQF6	hsa:57337
Q9BQG0	hsa:10514
Q9BQG1	hsa:84258
Q9BQG2	hsa:83594
Q9BQI0	hsa:83543
Q9BQI3	hsa:27102
Q9BQI4	hsa:83643
Q9BQI5	hsa:84251
Q9BQI6	hsa:84250
Q9BQJ4	hsa:83604
Q9BQK8	hsa:64900
Q9BQL6	hsa:55612
Q9BQP7	hsa:92667
Q9BQQ3	hsa:64689
Q9BQS2	hsa:83849
Q9BQS7	hsa:9843
Q9BQS8	hsa:79443
Q9BQT8	hsa:89874
Q9BQT9	hsa:9746
Q9BQW3	hsa:57593
Q9BQY4	hsa:84528
Q9BQY9	hsa:55861
Q9BR01	hsa:25830
Q9BR39	hsa:57158
Q9BR61	hsa:84320
Q9BR76	hsa:57175
Q9BRA0	hsa:84316
Q9BRA2	hsa:84817
Q9BRB3	hsa:9091
Q9BRC7	hsa:84812
Q9BRD0	hsa:84811
Q9BRF8	hsa:55313
Q9BRG1	hsa:84313
Q9BRG2	hsa:10045
Q9BRI3	hsa:7780
Q9BRJ2	NA
Q9BRJ7	hsa:84309
Q9BRJ9	hsa:55897
Q9BRK0	hsa:51308
Q9BRK3	hsa:54587
Q9BRK4	hsa:84445
Q9BRK5	hsa:51150
Q9BRL6	hsa:10929
Q9BRL7	hsa:9117
Q9BRP0	hsa:58495
Q9BRP4	hsa:80227
Q9BRP8	hsa:84305
Q9BRQ0	hsa:90780
Q9BRQ3	hsa:84304
Q9BRQ5	hsa:93129
Q9BRQ6	hsa:84303
Q9BRQ8	hsa:84883
Q9BRR0	hsa:80317
Q9BRR3	hsa:84302
Q9BRR6	hsa:83440
Q9BRR9	hsa:64333
Q9BRS2	hsa:83732
Q9BRS8	hsa:55323
Q9BRT2	hsa:84300
Q9BRT3	hsa:84299
Q9BRT8	hsa:55871
Q9BRT9	hsa:84296
Q9BRU9	hsa:84294
Q9BRV3	hsa:55974
Q9BRV8	hsa:80143
Q9BRX2	hsa:53918
Q9BRX5	hsa:64785
Q9BRX8	hsa:84293
Q9BRX9	hsa:84292
Q9BRZ2	hsa:81844
Q9BS16	hsa:64105
Q9BS18	hsa:25847
Q9BS26	hsa:23071
Q9BS31	hsa:65251
Q9BS34	hsa:93474
Q9BS40	hsa:56925
Q9BS86	hsa:11055
Q9BS91	hsa:55032
Q9BSA4	hsa:94015
Q9BSA9	hsa:84286
Q9BSB4	hsa:60673
Q9BSD3	hsa:83695
Q9BSD7	hsa:84284
Q9BSE2	hsa:84283
Q9BSE4	hsa:64224
Q9BSE5	hsa:79814
Q9BSF0	hsa:84281
Q9BSG1	hsa:7549
Q9BSH4	hsa:51204
Q9BSH5	hsa:81932
Q9BSI4	hsa:26277
Q9BSJ2	hsa:10844
Q9BSJ5	hsa:55028
Q9BSJ6	hsa:54478
Q9BSJ8	hsa:23344
Q9BSK2	hsa:84275
Q9BSK4	hsa:55527
Q9BSL1	hsa:10422
Q9BSM1	hsa:84759
Q9BSQ5	hsa:83605
Q9BSR8	hsa:84272
Q9BST9	hsa:6242
Q9BSU1	hsa:80262
Q9BSU3	hsa:84779
Q9BSV6	hsa:79042
Q9BSW2	hsa:84766
Q9BSW7	hsa:51760
Q9BSY9	hsa:51029
Q9BT04	hsa:80199
Q9BT09	hsa:10695
Q9BT17	hsa:92170
Q9BT22	hsa:56052
Q9BT23	hsa:80774
Q9BT25	hsa:93323
Q9BT30	hsa:84266
Q9BT40	hsa:51763
Q9BT43	hsa:84265
Q9BT49	hsa:80764
Q9BT56	hsa:80763
Q9BT67	hsa:80762
Q9BT78	hsa:51138
Q9BT81	hsa:83595
Q9BT88	hsa:23208
Q9BT92	hsa:84260
Q9BTA9	hsa:51322
Q9BTC0	hsa:11083
Q9BTC8	hsa:57504
Q9BTD3	hsa:80757
Q9BTD8	hsa:79171
Q9BTE1	hsa:84516
Q9BTE3	hsa:79892
Q9BTE6	hsa:80755
Q9BTE7	hsa:84259
Q9BTK6	hsa:79447
Q9BTL3	hsa:83640
Q9BTL4	hsa:9592
Q9BTM1	hsa:55766
Q9BTM9	hsa:81605
Q9BTN0	hsa:79414
Q9BTP6	hsa:79413
Q9BTP7	hsa:91442
Q9BTT0	hsa:81611
Q9BTT4	hsa:84246
Q9BTU6	hsa:55361
Q9BTV4	hsa:79188
Q9BTV5	hsa:79187
Q9BTW9	hsa:6904
Q9BTX1	hsa:55706
Q9BTX3	hsa:29100
Q9BTY2	hsa:2519
Q9BTZ2	hsa:10901
Q9BU02	hsa:79178
Q9BU19	hsa:55657
Q9BU20	hsa:79363
Q9BU40	hsa:91851
Q9BU61	hsa:25915
Q9BU64	hsa:79172
Q9BU76	hsa:79169
Q9BU79	hsa:79161
Q9BU89	hsa:83475
Q9BUA3	hsa:144097
Q9BUB4	hsa:23536
Q9BUB5	hsa:8569
Q9BUB7	hsa:54968
Q9BUD6	hsa:10417
Q9BUE0	hsa:54797
Q9BUE6	hsa:81689
Q9BUF5	hsa:84617
Q9BUF7	hsa:92359
Q9BUH6	hsa:286257
Q9BUH8	hsa:57596
Q9BUI4	hsa:10623
Q9BUJ2	hsa:11100
Q9BUK6	hsa:55154
Q9BUL5	hsa:79142
Q9BUL8	hsa:11235
Q9BUL9	hsa:54913
Q9BUM1	hsa:92579
Q9BUN5	hsa:79140
Q9BUN8	hsa:79139
Q9BUP0	hsa:80303
Q9BUP3	hsa:10553
Q9BUQ8	hsa:9416
Q9BUR4	hsa:55135
Q9BUR5	hsa:79135
Q9BUT1	hsa:56898
Q9BUU2	hsa:79091
Q9BUV0	hsa:57035
Q9BUV8	hsa:55969
Q9BUW7	hsa:79095
Q9BUX1	hsa:79094
Q9BUY5	hsa:79088
Q9BUZ4	hsa:9618
Q9BV10	hsa:79087
Q9BV20	hsa:84245
Q9BV23	hsa:57406
Q9BV29	hsa:90416
Q9BV35	hsa:79085
Q9BV36	hsa:79083
Q9BV38	hsa:57418
Q9BV40	hsa:8673
Q9BV44	hsa:25917
Q9BV47	hsa:78986
Q9BV57	hsa:55256
Q9BV68	hsa:55658
Q9BV73	hsa:11190
Q9BV79	hsa:51102
Q9BV81	hsa:83460
Q9BV86	hsa:28989
Q9BV90	hsa:79622
Q9BV94	hsa:55741
Q9BVA0	hsa:10300
Q9BVA1	hsa:347733
Q9BVA6	hsa:11153
Q9BVC3	hsa:79075
Q9BVC4	hsa:64223
Q9BVC6	hsa:79073
Q9BVG3	hsa:55223
Q9BVG8	hsa:3801
Q9BVG9	hsa:81490
Q9BVH7	hsa:81849
Q9BVI0	hsa:51230
Q9BVI4	hsa:79050
Q9BVJ6	hsa:10813
Q9BVJ7	hsa:54935
Q9BVK2	hsa:79053
Q9BVK6	hsa:54732
Q9BVK8	hsa:10430
Q9BVL2	hsa:9818
Q9BVL4	hsa:83642
Q9BVM4	hsa:87769
Q9BVN2	hsa:23623
Q9BVP2	hsa:26354
Q9BVQ7	hsa:79029
Q9BVS4	hsa:55781
Q9BVS5	hsa:55006
Q9BVT8	hsa:83590
Q9BVV2	hsa:79025
Q9BVV6	hsa:9786
Q9BVV7	hsa:29090
Q9BVW5	hsa:54962
Q9BVX2	hsa:79022
Q9BW04	hsa:79098
Q9BW11	hsa:83463
Q9BW19	hsa:3833
Q9BW27	hsa:79902
Q9BW60	hsa:64834
