Uniprot_ID	KEGG_sce
Q9W4N8	dme:Dmel_CG5014
Q9W4S7	dme:Dmel_CG10798
Q9W4V8	dme:Dmel_CG2713
Q9W4W2	dme:Dmel_CG2706
Q9W4X4	NA
Q9W4X9	dme:Dmel_CG9900
Q9W4Y2	dme:Dmel_CG13758
Q9W517	dme:Dmel_CG3707
Q9W534	dme:Dmel_CG4322
Q9W539	dme:Dmel_CG43934
Q9W542	dme:Dmel_CG3480
Q9W552	dme:Dmel_CG14804
Q9W555	NA
Q9W589	dme:Dmel_CG14789
Q9W590	dme:Dmel_CG14788
Q9W596	dme:Dmel_CG34387
Q9W5D4	dme:Dmel_CG12311
Q9W5E0	dme:Dmel_CG13363
Q9W5E1	dme:Dmel_CG16982
Q9W5X0	dme:Dmel_CG9575
Q9W5Y0	dme:Dmel_CG9565
Q9XTL9	dme:Dmel_CG7254
Q9XTN2	dme:Dmel_CG5686
Q9XTN4	dme:Dmel_CG9653
Q9XTP7	dme:Dmel_CG4029
Q9XYF4	dme:Dmel_CG8091
Q9XYM0	dme:Dmel_CG1587
Q9XYM5	NA
Q9XYP7	dme:Dmel_CG3917
Q9XYP8	dme:Dmel_CG10988
Q9XYR0	NA
Q9XYU0	dme:Dmel_CG4978
Q9XYU1	dme:Dmel_CG4206
Q9XYX1	dme:Dmel_CG6170
Q9XYZ5	dme:Dmel_CG7769
Q9XZ06	dme:Dmel_CG11092
Q9XZ08	dme:Dmel_CG15110
Q9XZ10	NA
Q9XZ25	dme:Dmel_CG7609
Q9XZ29	dme:Dmel_CG8590
Q9XZ34	dme:Dmel_CG30085
Q9XZ56	dme:Dmel_CG8846
Q9XZ58	dme:Dmel_CG14884
Q9XZ61	dme:Dmel_CG3431
Q9XZ63	dme:Dmel_CG7013
Q9XZL8	dme:Dmel_CG6072
Q9XZS8	dme:Dmel_CG11405
Q9XZT6	dme:Dmel_CG5452
Q9XZU0	dme:Dmel_CG2819
Q9Y091	dme:Dmel_CG6315
Q9Y0A7	dme:Dmel_CG10393
Q9Y0E4	NA
Q9Y0H4	dme:Dmel_CG4244
Q9Y0I1	dme:Dmel_CG6363
Q9Y0Y6	dme:Dmel_CG1098
Q9Y0Z0	NA
Q9Y0Z9	NA
Q9Y117	dme:Dmel_CG4445
Q9Y118	dme:Dmel_CG3975
Q9Y128	NA
Q9Y133	NA
Q9Y145	NA
Q9Y154	NA
Q9Y162	dme:Dmel_CG6842
Q9Y166	dme:Dmel_CG8790
Q9Y169	dme:Dmel_CG8433
Q9Y1B2	dme:Dmel_CG1584
Q9Y1I2	dme:Dmel_CG12230
Q9Y1T2	NA
X2J516	dme:Dmel_CG31628
X2J5L4	NA
X2JAG8	NA
X2JAI4	NA
X2JAU0	dme:Dmel_CG1560
X2JAU8	dme:Dmel_CG43479
X2JAZ3	NA
X2JB48	NA
X2JC83	dme:Dmel_CG9774
X2JCC3	NA
X2JCI2	NA
X2JDI1	dme:Dmel_CG7109
X2JDY7	dme:Dmel_CG34395
X2JDY8	dme:Dmel_CG8948
X2JDZ1	NA
X2JDZ8	dme:Dmel_CG32743
X2JE30	NA
X2JE40	NA
X2JF73	dme:Dmel_CG8184
X2JFE8	NA
X2JG22	NA
X2JGR4	dme:Dmel_CG4032
X2JH42	dme:Dmel_CG11154
X2JJV1	NA
X2JKQ0	NA
X2JKQ8	NA
A0A023GPM5	NA
A0A0A1EI90	dme:Dmel_CG45784
A0A0B4JCV6	NA
A0A0B4JCW5	NA
A0A0B4JD26	NA
A0A0B4JD62	NA
A0A0B4JD78	NA
A0A0B4JDA1	NA
A0A0B4JDB5	NA
A0A0B4K620	NA
A0A0B4K638	dme:Dmel_CG14741
A0A0B4K652	dme:Dmel_CG3284
A0A0B4K669	NA
A0A0B4K680	dme:Dmel_CG3307
A0A0B4K689	dme:Dmel_CG6027
A0A0B4K699	NA
A0A0B4K6S8	NA
A0A0B4K753	dme:Dmel_CG43194
A0A0B4K756	NA
A0A0B4K767	NA
A0A0B4K7D4	NA
A0A0B4K7L1	NA
A0A0B4K812	dme:Dmel_CG8440
A0A0B4K8B5	NA
A0A0B4KEK1	dme:Dmel_CG7776
A0A0B4KEQ8	NA
A0A0B4KET9	NA
A0A0B4KEV2	NA
A0A0B4KF57	NA
A0A0B4KF69	dme:Dmel_CG8174
A0A0B4KF88	NA
A0A0B4KF91	NA
A0A0B4KFI7	NA
A0A0B4KFK7	NA
A0A0B4KFP2	NA
A0A0B4KFQ6	NA
A0A0B4KFT3	NA
A0A0B4KFT5	NA
A0A0B4KG14	dme:Dmel_CG1107
A0A0B4KG15	NA
A0A0B4KG56	NA
A0A0B4KGI5	NA
A0A0B4KGJ5	NA
A0A0B4KGK6	NA
A0A0B4KGQ2	NA
A0A0B4KGU4	NA
A0A0B4KHB7	NA
A0A0B4KHC3	NA
A0A0B4KHF3	NA
A0A0B4KHK0	NA
A0A0B4KHQ8	NA
A0A0B4KHS9	dme:Dmel_CG6593
A0A0B4KI06	NA
A0A0B4KI45	NA
A0A0B4LEG2	NA
A0A0B4LEV2	dme:Dmel_CG1616
A0A0B4LEY4	NA
A0A0B4LFH8	NA
A0A0B4LG73	NA
A0A0B4LGQ1	dme:Dmel_CG8905
A0A0B4LGQ5	NA
A0A0B4LGR2	NA
A0A0B4LGS0	dme:Dmel_CG18730
A0A0B4LH21	NA
A0A0B4LH22	NA
A0A0B4LH53	dme:Dmel_CG33101
A0A0B4LH59	dme:Dmel_CG33967
A0A0B4LH79	NA
A0A0B4LHQ4	NA
A0A0B4LHS3	NA
A0A0B4LHV0	NA
A0A0B4LHX6	NA
A0A0B4LI13	NA
A0A0B4LIK5	NA
A0A0B4LIS6	NA
A0A0B4LIT4	NA
A0A0B4LJ12	dme:Dmel_CG2210
A0A0C4DHH3	dme:Dmel_CG42515
A0A0S0WGT1	dme:Dmel_CG1762
A0A0S0WGV5	NA
A0A0S0WIA2	dme:Dmel_CG6214
A0A0S0WNN1	NA
A0A0U1RVK6	NA
A0A126GUN3	NA
A0A126GV16	NA
A0A1W5PXG3	NA
A0A1W5Q0S1	NA
A0A4D6K026	NA
A0A4D6K344	NA
A0A4D6K426	NA
A0A4D6K506	NA
A0A6H2EEN6	NA
A0A6H2EFD0	NA
A0A6H2EFT7	NA
A0A6H2EGC1	NA
A0A6M3Q7S1	NA
A0A9F2H0Z2	NA
A0AQH0	dme:Dmel_CG8392
A1Z6J2	dme:Dmel_CG33131
A1Z6J5	dme:Dmel_CG7861
A1Z6L9	dme:Dmel_CG3152
A1Z6N4	dme:Dmel_CG30446
A1Z746	dme:Dmel_CG1555
A1Z850	NA
A1Z881	dme:Dmel_CG12906
A1Z8K9	NA
A1Z8U0	dme:Dmel_CG8877
A1Z9M6	dme:Dmel_CG8394
A1Z9Q8	dme:Dmel_CG8422
A1Z9R4	dme:Dmel_CG42702
A1ZA05	NA
A1ZA77	dme:Dmel_CG8320
A1ZA98	dme:Dmel_CG8425
A1ZAA5	NA
A1ZAF5	dme:Dmel_CG33960
A1ZAG4	dme:Dmel_CG15925
A1ZAW5	dme:Dmel_CG4924
A1ZAX0	dme:Dmel_CG30106
A1ZAX1	dme:Dmel_CG4954
A1ZB91	dme:Dmel_CG17669
A1ZBM2	dme:Dmel_CG11242
A1ZBT5	dme:Dmel_CG13867
A1ZBW7	dme:Dmel_CG16742
A2RVG6	dme:Dmel_CG42280
A2VEF9	dme:Dmel_CG1960
A3RLR0	dme:Dmel_CG42386
A3RLR1	dme:Dmel_CG42387
A4IJ72	dme:Dmel_CG10006
A4UZL5	dme:Dmel_CG8938
A4V0N4	dme:Dmel_CG3762
A4V0X0	NA
A4V2F2	NA
A4V303	dme:Dmel_CG8977
A4V391	dme:Dmel_CG5374
A4V3Q6	dme:Dmel_CG1873
A4V448	dme:Dmel_CG2259
A4V4A1	dme:Dmel_CG1453
A4V4I8	dme:Dmel_CG18102
A4V4J0	NA
A5XCL5	dme:Dmel_CG4347
A6MHQ4	dme:Dmel_CG34413
A8DYG9	NA
A8DYL7	dme:Dmel_CG32885
A8DYY5	dme:Dmel_CG34183
A8E6L6	dme:Dmel_CG12366
A8JNJ2	NA
A8JNN1	NA
A8JNN2	NA
A8JNN3	NA
A8JNX2	dme:Dmel_CG32451
A8JQT1	dme:Dmel_CG34357
A8JR92	dme:Dmel_CG13598
A8JUQ2	dme:Dmel_CG7378
A8JUY3	dme:Dmel_CG17209
A8QI34	dme:Dmel_CG45760
A8Y592	dme:Dmel_CG41624
A8Y5B7	dme:Dmel_CG45785
B5RJQ0	dme:Dmel_CG10160
B5RJS0	dme:Dmel_CG42388
B5X0J4	dme:Dmel_CG10118
B6IDY5	dme:Dmel_CG8453
B6JUP5	dme:Dmel_CG46282
B7YZT2	dme:Dmel_CG17510
B7YZY1	NA
B7YZY2	NA
B7YZY3	dme:Dmel_CG9256
B7YZY4	NA
B7YZY5	NA
B7Z083	NA
B7Z0D3	NA
B7Z0D4	dme:Dmel_CG7546
B7Z0G7	dme:Dmel_CG17149
B7Z0T3	NA
B7Z0T6	NA
B7Z0X1	dme:Dmel_CG3011
B7Z0X7	dme:Dmel_CG42308
B7Z150	dme:Dmel_CG33174
B7Z151	NA
B8A403	dme:Dmel_CG5864
C0HDP4	dme:Dmel_CG5559
C0HJH4	dme:Dmel_CG45090
C0HJX4	dme:Dmel_CG42385
C0HJX5	dme:Dmel_CG42385
C1C5A0	NA
C3KGL5	NA
C4NYP8	dme:Dmel_CG32789
C7LAE4	NA
C7LAF5	dme:Dmel_CG10738
D2NUH8	dme:Dmel_CG4698
D3DMK5	NA
D3DMM0	NA
D3DMW4	NA
D3PFH9	dme:Dmel_CG6238
D5AEK4	NA
D5SHR0	dme:Dmel_CG10440
D5SHR1	NA
D5SHU8	NA
D6W4U0	dme:Dmel_CG3376
E1JH26	dme:Dmel_CG17753
E1JHB2	NA
E1JHC8	NA
E1JHE4	dme:Dmel_CG46149
E1JHR9	NA
E1JHT9	NA
E1JI48	NA
E1JID8	dme:Dmel_CG8339
E1JIG3	dme:Dmel_CG9746
E1JIJ8	dme:Dmel_CG17907
E1JIP0	dme:Dmel_CG7847
E1JIT1	dme:Dmel_CG43343
E1JIW2	NA
E1JJA4	NA
E1JJA5	NA
E1JJE4	NA
E1JJF3	dme:Dmel_CG4590
E1JJF4	NA
E1JJI5	dme:Dmel_CG2028
E2QCF1	NA
E2QCS8	NA
E2QD73	NA
E6EK15	NA
E6EK17	NA
E6EK18	NA
E7BBS5	dme:Dmel_CG14049
E8NHB1	dme:Dmel_CG6711
F0JAF7	NA
F6J1D0	dme:Dmel_CG3595
G5CKU5	dme:Dmel_CG40733
G8IQ59	NA
H0USS9	NA
H1UUF3	NA
H1UUM2	NA
H8F4P8	NA
I0DHK3	dme:Dmel_CG4904
M9MRC9	dme:Dmel_CG15442
M9MRD5	dme:Dmel_CG42730
M9MRT6	dme:Dmel_CG1956
M9MS31	NA
M9MSN3	NA
M9ND38	NA
M9ND57	NA
M9NDP1	dme:Dmel_CG6998
M9NDU7	NA
M9NDX3	NA
M9NDZ4	dme:Dmel_CG9998
M9NE45	NA
M9NEL1	dme:Dmel_CG9819
M9NF89	NA
M9NFA6	NA
M9NFD1	NA
M9NFH8	NA
M9NFP2	NA
M9PB57	dme:Dmel_CG4488
M9PBK5	dme:Dmel_CG4087
M9PBM3	dme:Dmel_CG4428
M9PBU3	NA
M9PC89	dme:Dmel_CG8749
M9PC90	NA
M9PCF1	dme:Dmel_CG3131
M9PCF6	NA
M9PCQ1	dme:Dmel_CG11567
M9PCU0	NA
M9PD06	dme:Dmel_CG8334
M9PD54	NA
M9PDJ7	NA
M9PDN2	NA
M9PDW6	NA
M9PE28	dme:Dmel_CG31671
M9PEE7	NA
M9PEP2	NA
M9PF16	NA
M9PFM1	NA
M9PFN1	dme:Dmel_CG9750
M9PFR5	NA
M9PFS3	dme:Dmel_CG6114
M9PFV9	dme:Dmel_CG3710
M9PFW0	dme:Dmel_CG14080
M9PG13	NA
M9PG22	dme:Dmel_CG8385
M9PG27	NA
M9PG76	dme:Dmel_CG7490
M9PGE2	NA
M9PGG4	dme:Dmel_CG11579
M9PGH6	dme:Dmel_CG4078
M9PGI1	NA
M9PH10	dme:Dmel_CG1618
M9PH20	NA
M9PHG3	NA
M9PHG4	NA
M9PHN9	NA
M9PHQ0	NA
M9PHR5	NA
M9PHZ3	dme:Dmel_CG14216
M9PHZ5	NA
M9PI14	dme:Dmel_CG14222
M9PI73	NA
M9PID8	NA
M9PJN8	dme:Dmel_CG8893
M9PJN9	NA
O01352	dme:Dmel_CG1980
O02649	dme:Dmel_CG12101
O16043	dme:Dmel_CG2207
O16797	dme:Dmel_CG4863
O18339	dme:Dmel_CG7062
O18408	dme:Dmel_CG8221
O18680	dme:Dmel_CG3017
O44226	dme:Dmel_CG4204
O46037	dme:Dmel_CG3299
O46048	NA
O46067	dme:Dmel_CG2918
O46072	dme:Dmel_CG3228
O46077	dme:Dmel_CG3206
O46098	dme:Dmel_CG3717
O46101	dme:Dmel_CG11415
O46107	dme:Dmel_CG7279
O46197	dme:Dmel_CG17797
O46308	dme:Dmel_CG11420
O61305	NA
O61491	dme:Dmel_CG8200
O61492	dme:Dmel_CG32593
O61613	dme:Dmel_CG7436
O62526	dme:Dmel_CG1683
O76464	dme:Dmel_CG7067
O76511	dme:Dmel_CG3181
O76865	dme:Dmel_CG2675
O76892	dme:Dmel_CG14808
O76899	NA
O76901	NA
O76904	dme:Dmel_CG11411
O77263	dme:Dmel_CG4045
O77264	dme:Dmel_CG4061
O77425	dme:Dmel_CG13369
O77438	dme:Dmel_CG16785
O77475	dme:Dmel_CG4585
O96827	dme:Dmel_CG6341
O96881	NA
O97066	dme:Dmel_CG2358
O97132	dme:Dmel_CG9703
O97177	dme:Dmel_CG6104
O97418	dme:Dmel_CG3621
O97477	dme:Dmel_CG11143
P00399	dme:Dmel_CG34067
P00408	dme:Dmel_CG34069
P02515	dme:Dmel_CG4460
P02516	dme:Dmel_CG4463
P02517	dme:Dmel_CG4183
P05389	dme:Dmel_CG4918
P05527	dme:Dmel_CG17835
P05552	dme:Dmel_CG15845
P06601	dme:Dmel_CG6716
P06742	dme:Dmel_CG5596
P07182	dme:Dmel_CG1478
P07665	dme:Dmel_CG7938
P07666	dme:Dmel_CG17957
P08266	dme:Dmel_CG3180
P09089	dme:Dmel_CG1046
P09491	dme:Dmel_CG4843
P10334	dme:Dmel_CG9024
P10379	dme:Dmel_CG3533
P10735	dme:Dmel_CG7925
P11596	dme:Dmel_CG16724
P11612	dme:Dmel_CG10930
P11956	dme:Dmel_CG4312
P11997	dme:Dmel_CG6821
P12297	dme:Dmel_CG3019
P12613	dme:Dmel_CG5374
P12646	dme:Dmel_CG12529
P13060	dme:Dmel_CG2238
P13095	dme:Dmel_CG6099
P15364	dme:Dmel_CG2198
P15619	dme:Dmel_CG1454
P17207	dme:Dmel_CG31039
P17719	dme:Dmel_CG14887
P18053	dme:Dmel_CG9327
P18167	dme:Dmel_CG17148
P18490	dme:Dmel_CG3443
P18935	dme:Dmel_CG34090
P20232	dme:Dmel_CG3710
P20478	dme:Dmel_CG1743
P21663	dme:Dmel_CG1361
P22058	dme:Dmel_CG9745
P25161	dme:Dmel_CG42641
P25167	dme:Dmel_CG8344
P25931	dme:Dmel_CG5811
P25991	dme:Dmel_CG17170
P28518	dme:Dmel_CG6358
P29327	dme:Dmel_CG10944
P29615	dme:Dmel_CG9116
P29681	dme:Dmel_CG1934
P29843	dme:Dmel_CG8937
P29845	dme:Dmel_CG8542
P31264	dme:Dmel_CG31481
P32027	dme:Dmel_CG5069
P32234	dme:Dmel_CG8340
P33269	dme:Dmel_CG3656
P33270	dme:Dmel_CG9438
P35122	dme:Dmel_CG4265
P35421	dme:Dmel_CG9127
P36192	dme:Dmel_CG1385
P36958	dme:Dmel_CG3284
P37159	dme:Dmel_CG1180
P37161	dme:Dmel_CG9120
P39736	dme:Dmel_CG8264
P40304	dme:Dmel_CG4097
P40320	dme:Dmel_CG2674
P40657	dme:Dmel_CG8404
P40796	dme:Dmel_CG10922
P40945	dme:Dmel_CG11027
P41094	dme:Dmel_CG8900
P41374	dme:Dmel_CG9946
P41375	dme:Dmel_CG4153
P42570	dme:Dmel_CG9183
P43248	dme:Dmel_CG4215
P45437	dme:Dmel_CG6223
P45447	dme:Dmel_CG18023
P45884	dme:Dmel_CG10146
P45888	dme:Dmel_CG9901
P45891	dme:Dmel_CG5409
P46222	dme:Dmel_CG7726
P46824	dme:Dmel_CG5433
P47980	dme:Dmel_CG4070
P48375	dme:Dmel_CG11001
P48592	dme:Dmel_CG8975
P48601	dme:Dmel_CG5289
P48602	dme:Dmel_CG12403
P48605	dme:Dmel_CG8977
P48610	dme:Dmel_CG32031
P48613	dme:Dmel_CG1232
P49258	dme:Dmel_CG17769
P49630	dme:Dmel_CG7622
P49846	dme:Dmel_CG7704
P52029	dme:Dmel_CG8251
P52302	dme:Dmel_CG12755
P52485	dme:Dmel_CG6720
P53777	dme:Dmel_CG42309
P54269	dme:Dmel_CG10605
P54357	dme:Dmel_CG3201
P54366	dme:Dmel_CG2851
P55935	dme:Dmel_CG3395
P61857	dme:Dmel_CG9359
P80455	dme:Dmel_CG11271
P81911	dme:Dmel_CG15377
P81913	dme:Dmel_CG11767
P81914	dme:Dmel_CG16960
P81915	dme:Dmel_CG16961
P81916	dme:Dmel_CG5006
P81918	dme:Dmel_CG17853
P81921	dme:Dmel_CG13225
P81922	dme:Dmel_CG13206
P81923	dme:Dmel_CG9820
P82701	dme:Dmel_CG33706
P82890	dme:Dmel_CG33748
P82891	dme:Dmel_CG33747
P83099	dme:Dmel_CG42349
P83102	dme:Dmel_CG40478
P83292	dme:Dmel_CG15396
P83294	dme:Dmel_CG32257
P83297	dme:Dmel_CG32255
P83972	dme:Dmel_CG9118
P84029	dme:Dmel_CG17903
P91623	dme:Dmel_CG9656
P91641	dme:Dmel_CG18780
P91660	dme:Dmel_CG8799
P91875	dme:Dmel_CG10122
Q00725	dme:Dmel_CG12181
Q01637	dme:Dmel_CG3593
Q02360	dme:Dmel_CG1132
Q03334	dme:Dmel_CG13389
Q04787	dme:Dmel_CG10604
Q05337	dme:Dmel_CG12232
Q05733	dme:Dmel_CG3454
Q06849	dme:Dmel_CG7435
Q07553	dme:Dmel_CG33114
Q07892	dme:Dmel_CG5400
Q08832	dme:Dmel_CG17336
Q0E8C8	dme:Dmel_CG6680
Q0E8F8	NA
Q0E8H9	dme:Dmel_CG1318
Q0E8P6	dme:Dmel_CG15148
Q0E908	dme:Dmel_CG30147
Q0E940	dme:Dmel_CG4878
Q0E961	dme:Dmel_CG8291
Q0E965	NA
Q0E9C2	NA
Q0E9E0	NA
Q0E9E2	dme:Dmel_CG1516
Q0E9G3	dme:Dmel_CG1553
Q0IGQ2	dme:Dmel_CG2932
Q0KHS0	NA
Q0KI00	dme:Dmel_CG11956
Q0KI42	dme:Dmel_CG31201
Q0KIB9	NA
Q1LZ08	dme:Dmel_CG9062
Q1RL19	NA
Q23989	dme:Dmel_CG6433
Q24050	dme:Dmel_CG2034
Q24093	dme:Dmel_CG3488
Q24133	dme:Dmel_CG10578
Q24155	dme:Dmel_CG5619
Q24169	dme:Dmel_CG7833
Q24173	NA
Q24179	dme:Dmel_CG3539
Q24208	dme:Dmel_CG43665
Q24211	dme:Dmel_CG12500
Q24278	dme:Dmel_CG42701
Q24297	dme:Dmel_CG16792
Q24388	dme:Dmel_CG6806
Q24400	dme:Dmel_CG1019
Q24474	dme:Dmel_CG3151
Q24558	dme:Dmel_CG10387
Q27333	dme:Dmel_CG4084
Q27580	dme:Dmel_CG11654
Q27593	dme:Dmel_CG10248
Q29QQ9	dme:Dmel_CG8395
Q29QV5	NA
Q2MGL3	dme:Dmel_CG33931
Q2QBM1	dme:Dmel_CG10120
Q3LHL9	dme:Dmel_CG31151
Q494M1	dme:Dmel_CG6146
Q4ABH3	NA
Q4QQA3	NA
Q4U2Q5	dme:Dmel_CG10890
Q4V5A3	dme:Dmel_CG1650
Q4V5R4	dme:Dmel_CG12943
Q4V645	dme:Dmel_CG14871
Q4V727	dme:Dmel_CG6570
Q53YH3	dme:Dmel_CG9429
Q53ZT0	dme:Dmel_CG10578
Q540V7	dme:Dmel_CG1004
Q59DP8	dme:Dmel_CG42314
Q59DP9	NA
Q59DQ0	NA
Q59DY5	dme:Dmel_CG33533
Q59DY6	dme:Dmel_CG33532
Q59DY7	NA
Q59E04	dme:Dmel_CG1168
Q59E67	dme:Dmel_CG33557
Q5BI44	dme:Dmel_CG9415
Q5BI62	dme:Dmel_CG8523
Q5JZZ4	dme:Dmel_CG32072
Q5LJN5	dme:Dmel_CG45786
Q5U0V6	dme:Dmel_CG7134
Q6NN18	dme:Dmel_CG18609
Q6NN40	dme:Dmel_CG1675
Q6NP69	NA
Q6NP91	dme:Dmel_CG11210
Q6NQZ7	dme:Dmel_CG7417
Q6NR09	dme:Dmel_CG33993
Q6NR46	dme:Dmel_CG4016
Q6QU65	dme:Dmel_CG7649
Q7JNE1	dme:Dmel_CG18608
Q7JQR3	dme:Dmel_CG4670
Q7JR49	dme:Dmel_CG8029
Q7JR96	dme:Dmel_CG6410
Q7JRC3	dme:Dmel_CG15101
Q7JRF1	dme:Dmel_CG7736
Q7JRH2	dme:Dmel_CG42678
Q7JUN3	dme:Dmel_CG2316
Q7JUV6	NA
Q7JVA5	dme:Dmel_CG8214
Q7JVL3	dme:Dmel_CG30342
Q7JVP4	dme:Dmel_CG1845
Q7JWD6	dme:Dmel_CG9291
Q7JWH5	dme:Dmel_CG8998
Q7JWP6	dme:Dmel_CG6874
Q7JWW6	dme:Dmel_CG1851
Q7JX41	dme:Dmel_CG3183
Q7JXC4	dme:Dmel_CG6459
Q7JXF7	dme:Dmel_CG12918
Q7JXW8	dme:Dmel_CG8964
Q7JXZ2	dme:Dmel_CG5345
Q7JY00	NA
Q7JY33	dme:Dmel_CG8729
Q7JYV2	dme:Dmel_CG10808
Q7JYV7	dme:Dmel_CG8816
Q7JZB4	dme:Dmel_CG1129
Q7JZM1	dme:Dmel_CG8713
Q7JZN0	dme:Dmel_CG10130
Q7JZR2	dme:Dmel_CG9428
Q7K012	dme:Dmel_CG6546
Q7K0H4	NA
Q7K0S9	dme:Dmel_CG3850
Q7K2S9	dme:Dmel_CG4750
Q7K2X1	NA
Q7K3D4	dme:Dmel_CG5482
Q7K3K5	NA
Q7K3M5	dme:Dmel_CG11107
Q7K3Y1	dme:Dmel_CG2056
Q7K485	dme:Dmel_CG1548
Q7K4B6	dme:Dmel_CG4050
Q7K4Q5	dme:Dmel_CG10417
Q7K540	NA
Q7K556	dme:Dmel_CG30118
Q7K566	dme:Dmel_CG7314
Q7K7A9	dme:Dmel_CG8648
Q7K9H6	dme:Dmel_CG15667
Q7KA43	dme:Dmel_CG34440
Q7KHK9	dme:Dmel_CG7863
Q7KK96	dme:Dmel_CG10212
Q7KLG8	dme:Dmel_CG2916
Q7KM15	dme:Dmel_CG3644
Q7KMI3	dme:Dmel_CG8878
Q7KMQ0	dme:Dmel_CG1341
Q7KMS3	dme:Dmel_CG10751
Q7KN85	dme:Dmel_CG8322
Q7KN97	NA
Q7KNC5	NA
Q7KNF1	dme:Dmel_CG8730
Q7KPG8	dme:Dmel_CG7614
Q7KRR5	dme:Dmel_CG7865
Q7KRS9	dme:Dmel_CG1815
Q7KRW8	dme:Dmel_CG1646
Q7KSF5	NA
Q7KSM5	dme:Dmel_CG12276
Q7KT16	NA
Q7KT38	NA
Q7KT91	dme:Dmel_CG33090
Q7KTB7	NA
Q7KTB8	NA
Q7KTB9	NA
Q7KTC0	NA
Q7KTC1	NA
Q7KTC2	NA
Q7KTC3	NA
Q7KTC4	NA
Q7KTC5	NA
Q7KTC6	NA
Q7KTC7	NA
Q7KTC8	NA
Q7KTC9	NA
Q7KTD0	NA
Q7KTN9	NA
Q7KTP4	NA
Q7KTR8	NA
Q7KTU2	NA
Q7KTX2	NA
Q7KUB0	NA
Q7KUB1	NA
Q7KUX7	NA
Q7KV12	dme:Dmel_CG33245
Q7KV15	dme:Dmel_CG33241
Q7KV83	NA
Q7KVM5	dme:Dmel_CG3245
Q7KVQ0	dme:Dmel_CG4038
Q7KVX1	NA
Q7KW09	dme:Dmel_CG14814
Q7KY04	dme:Dmel_CG4921
Q7M3J6	dme:Dmel_CG32540
Q7PL81	NA
Q7PL82	dme:Dmel_CG17540
Q7PL83	NA
Q7PLC7	dme:Dmel_CG12449
Q7PLE9	dme:Dmel_CG17515
Q7PLS8	dme:Dmel_CG17665
Q7YTY6	dme:Dmel_CG9456
Q7YU01	NA
Q7YZH1	dme:Dmel_CG7036
Q868T3	dme:Dmel_CG33344
Q86B44	NA
Q86B47	dme:Dmel_CG8611
Q86B55	NA
Q86BP6	dme:Dmel_CG16838
Q86BS6	dme:Dmel_CG13929
Q86CW5	dme:Dmel_CG1619
Q86DS1	dme:Dmel_CG32789
Q86LG1	dme:Dmel_CG4805
Q86NW1	dme:Dmel_CG33528
Q8I0D8	NA
Q8I0I5	NA
Q8IA41	dme:Dmel_CG7579
Q8IFW4	dme:Dmel_CG3315
Q8IH00	dme:Dmel_CG12785
Q8IH24	dme:Dmel_CG1057
Q8IH40	NA
Q8IMA7	NA
Q8IMC1	NA
Q8IMR0	NA
Q8IMR1	NA
Q8IMW2	NA
Q8IMX4	dme:Dmel_CG5422
Q8IMX8	dme:Dmel_CG31184
Q8IMY3	dme:Dmel_CG31414
Q8IN06	NA
Q8IN25	dme:Dmel_CG31198
Q8IN41	dme:Dmel_CG31193
Q8IN42	dme:Dmel_CG31507
Q8IN43	dme:Dmel_CG31508
Q8INH5	dme:Dmel_CG32473
Q8INH6	NA
Q8INM3	dme:Dmel_CG12819
Q8INQ9	NA
Q8INR0	NA
Q8INT6	NA
Q8INV7	dme:Dmel_CG33117
Q8IP68	dme:Dmel_CG31813
Q8IP78	dme:Dmel_CG31851
Q8IPB1	dme:Dmel_CG4584
Q8IPB7	NA
Q8IPC3	NA
Q8IPH3	NA
Q8IPH6	NA
Q8IPI3	NA
Q8IPN7	NA
Q8IPN8	NA
Q8IPN9	NA
Q8IPQ2	NA
Q8IPS6	NA
Q8IPY3	NA
Q8IPZ1	NA
Q8IPZ2	NA
Q8IQ79	dme:Dmel_CG32383
Q8IQC5	NA
Q8IQH0	NA
Q8IQK2	NA
Q8IQU1	NA
Q8IR26	dme:Dmel_CG32581
Q8IR39	NA
Q8IRB6	NA
Q8IRD4	dme:Dmel_CG12013
Q8IRD5	NA
Q8IRE3	dme:Dmel_CG17569
Q8IRE7	NA
Q8IRH1	NA
Q8IRH4	NA
Q8IRM7	NA
Q8IRS0	NA
Q8MKK4	dme:Dmel_CG8234
Q8MLQ0	dme:Dmel_CG30173
Q8MLY8	dme:Dmel_CG7808
Q8MR12	NA
Q8MR37	dme:Dmel_CG33473
Q8MR45	dme:Dmel_CG1827
Q8MSG8	dme:Dmel_CG5316
Q8MSQ5	NA
Q8MSU3	dme:Dmel_CG8399
Q8MSW4	dme:Dmel_CG9666
Q8MT89	NA
Q8MYR8	dme:Dmel_CG44162
Q8SWR2	dme:Dmel_CG32137
Q8SWR3	dme:Dmel_CG16752
Q8SWS7	dme:Dmel_CG32418
Q8SWT2	dme:Dmel_CG9323
Q8SWW8	NA
Q8SWZ1	NA
Q8SXD4	dme:Dmel_CG32676
Q8SXI2	dme:Dmel_CG40218
Q8SXY2	dme:Dmel_CG30502
Q8SY34	NA
Q8SY41	dme:Dmel_CG43154
Q8SYG2	dme:Dmel_CG18332
Q8SZ63	dme:Dmel_CG17785
Q8T0E0	NA
Q8T0L6	dme:Dmel_CG8866
Q8T0R7	dme:Dmel_CG5154
